feature_id	coordinate	D-CCN1-1	D-CCN1-2	D-CCN1-3	D-CTL-1	D-CTL-2	D-CTL-3	isoform_ids
inclusion_1:71641328-71641951	1:71641328-71641951	2.0	0.0	0.0	0.0	5.0	0.0	f83a58aa-de7d-4cea-9c21-30ed55e5099b
exclusion_1:71641328-71641951	1:71641328-71641951	251.0	157.0	111.0	772.0	1364.0	936.0	ENSMUST00000186129,ENSMUST00000190780,ENSMUST00000188894,d66f0941-d9b2-4e90-b328-3e34eefca54c,dbd07255-86ab-4e35-b889-bfc978f1464f,2938add5-5672-4473-857b-c54debe2af38,d75b17d8-9bfb-4170-b468-dab83a668c72,a422761b-5f5f-455a-9e83-3d1c07274c2a,89d40692-e0c1-4e1a-8b13-56eb5b5d3e37,3b38b17f-5483-4be6-bab8-1d8f748e47af,c38b1f01-cb9d-4d31-bb6e-061260f2e8ec,3eb5f58d-47fb-42a0-bd94-6b19c4263a7d,6d52360c-b6fc-4db9-bd95-515806abe1a3,7d5608f5-ceef-41d8-af8e-6c0e3ad5ff41,ee947071-aec5-4ea9-aeff-61ffb969cef7,ENSMUST00000188674,44fe05b9-79a7-4454-bebb-3763ec7d8adc,7b9760d2-42a7-4ea3-99de-d0d8a5a91b4d,573789de-e3b1-4b8d-8e9a-7207408d141c,fafca684-798a-4f96-98b0-dadbe3d9d10c,f44e1cbd-df44-4237-a9a8-c56d1d52a382,ENSMUST00000055226,0d944d5f-1d54-4c18-bbd8-73a51cbad4ee,b4e7384c-4330-444a-8e06-037e89b17078,ab3516d4-e870-4c22-82f7-3cb784911f1f,dfaf487f-e89a-437b-8e41-9e824b308b6a,740167ef-3e79-4ed3-bce0-19ea76516048,a259faef-9a3d-4e4c-b323-edb19ff95c52,85c42f29-07b1-43b6-b444-fd95b9ec786a,4fc2d1cb-493b-4951-bce3-6ea43ad8d228,ENSMUST00000189821,714349c0-1278-4f84-b366-7438b2650f18,307f0f87-3392-4994-a5f6-7322f97785b7,8789c010-3c2a-4578-bd93-10474e3f1553,59db2570-dada-41b7-ae7f-fd45a64d60d5,38a89308-0892-4b75-9f98-9f6e9e12c06c,2ffd3f10-59b0-4b86-9677-63c5d619d2d2,5b77986a-6868-425d-8983-6829cd82f604,1ca195b7-afdc-4dd0-9560-573f97a15097,db0a673c-6ce7-44c8-99ee-878fd3fad1e7,5c521229-39bb-42d7-8307-76c186727dc6,12593e7b-9093-4d90-afdb-c4fcbb58c84f,35387fb2-3e69-4ab6-b453-f7db7de7713f,297db920-b562-49d0-883d-27e19b5ca2fa,9183217f-e842-425d-b552-d252018a21ed,d24f1596-76c3-44ea-a905-5dd326cdf967,ENSMUST00000187938,164101dd-04ba-4973-b632-8e1a17f25dd9,9c154024-ec0f-471d-bc38-bb1426d3b0ec,b5c23849-f165-4b86-8cf7-9cb85cece8b7,2283c8ad-74a6-4a73-bd78-e6810c62f288,0aac70b8-af41-4322-9f41-19acd35b7926,df66e67c-9137-43a2-861c-500730e3599e,664a983f-641a-48c3-b511-3b8fd538e62b,a4c0282b-a7ff-4c04-a577-ee7080a3ea58,2f3b90a7-c23b-46c0-9567-e8a99a56b26f,cb1da598-2c36-433d-aca1-678ec1e96a96,437a0482-ca1e-442a-a144-73ab38565a80,341b119e-ab13-489f-a2cf-2118e8cc2b0c,1e87acd8-3ff9-41db-bbdc-71ca5526ab47,5af8b800-0680-49e3-9dcf-7b5f81882c4d,196af10f-d364-4604-8615-80fb761e3576,ee240a3c-a863-446b-afb6-579e87798f9f,ae165a41-065b-440e-a872-4814c7075cc2,88f2635f-395f-4d10-9357-48a4c9288215,e2afe52d-c2c9-40b2-b0fe-1703b84c78da,86718d6c-073d-493c-99a9-880e203b0823,e9bf4539-f09f-4679-ac6c-32f1cfbaaef4,1367ab00-055f-4dbf-9913-b99302a415df,7b70da1f-37b7-4c66-8189-f1ce41af5cdf
inclusion_1:38075023-38079289	1:38075023-38079289	2.0	0.0	1.0	3.0	0.0	4.0	58dd89fb-bb0c-4493-9ce9-ce1d16ef28c7
exclusion_1:38075023-38079289	1:38075023-38079289	6.0	1.0	2.0	6.0	12.0	1.0	7fea36b5-b6af-4b44-ac33-f4a5378265a7,bf8f1b2c-1886-4969-99fa-2bb56440a6eb,952f7885-f4ff-4af7-8f65-69d835ad0618,1d9c55db-e3a9-4f92-9bed-1ec49d0e14b8,336c52e2-76ca-43bb-98d7-59c520d0ad05
inclusion_1:182472992-182473881	1:182472992-182473881	3.0	6.0	0.0	2.0	0.0	2.0	9f5df44d-8342-46e4-ae41-08eedea9b9ec
exclusion_1:182472992-182473881	1:182472992-182473881	219.0	134.0	108.0	151.0	253.0	207.0	b31462a7-2d67-43ed-bc8b-483837860c69,5150f672-d004-4634-9e9d-26c2d78bb56d,13b8998f-3e01-4b6e-840a-f77fbdc6b14d,35572f5f-e140-43ac-a9a7-0c98017533f9,30d5b30a-7ec6-4797-9c62-de1aa61fd50f
inclusion_1:46819433-46820522	1:46819433-46820522	0.0	0.0	0.0	2.0	1.0	0.0	6970b39b-8c23-41f1-8bb7-0a52c852c288
exclusion_1:46819433-46820522	1:46819433-46820522	6.0	3.0	5.0	14.0	12.0	18.0	a3e7940c-1210-4e65-b9ab-6e69b937344e,ENSMUST00000027131
inclusion_1:130707118-130707508	1:130707118-130707508	0.0	1.0	0.0	3.0	0.0	0.0	15a9a701-9f07-45f9-bec9-0bc2c730c6ac
exclusion_1:130707118-130707508	1:130707118-130707508	7.0	6.0	16.0	12.0	18.0	27.0	ENSMUST00000066863,1dd6a445-8201-42b7-ab99-aab503366548,f769a2c3-8d53-4598-a772-ad740f10220c,fa750c17-4e0e-4276-9295-9a36b39bf1c9
inclusion_1:55014924-55016375	1:55014924-55016375	7.0	0.0	4.0	7.0	19.0	17.0	2eca033b-1ceb-43a8-8347-c013012466b3,8d869c07-8c3d-4793-9ac2-e9e1d2764049
exclusion_1:55014924-55016375	1:55014924-55016375	10.0	2.0	5.0	3.0	2.0	3.0	3d519a4a-7560-4181-b963-07b97b73914d,097942d7-f73b-4b26-8ef0-f85b50644e7e
inclusion_1:165338344-165339884	1:165338344-165339884	2.0	2.0	1.0	5.0	10.0	4.0	0d241e3d-6243-4d84-a0f6-6233ef44afc2,7f5e51ed-262a-4ed6-aa9f-201aff1f2bbe,8a8b6a38-a76f-4acc-bd65-950edf284208,fdebd81a-3d7e-49eb-82e4-e2271458efd3
exclusion_1:165338344-165339884	1:165338344-165339884	45.0	24.0	29.0	54.0	64.0	51.0	39d66aa3-4c54-47a1-baab-e93b7d4a1a3f,f8975cb0-34a3-4cf4-a16c-ddb466083e6d,0dd2edef-e22b-420c-a161-0e443e0620a7,769c95aa-ee50-498d-a798-d9ef1f360aaf,81dcc64f-3794-463c-9cc4-4b6bbafec3d4,0490f980-04d6-4fb2-a9e7-8074e7e13cfc,799e7569-e7c7-45a3-866f-931fe99dd98c,8f75253f-e6e7-4afc-91e8-7dc8897b4a97,b4e2e23c-bfe3-4719-bc0a-2debf6c93e8b,d8eaf706-7bad-4b44-8987-3705e3d9379d,ENSMUST00000027856,05fc0f06-1db8-42f3-a0bb-7a04bbcaed6a
inclusion_1:183330934-183331091	1:183330934-183331091	0.0	0.0	0.0	1.0	0.0	0.0	5fe72945-cd78-4da1-a06c-1bdc8498ffd6
exclusion_1:183330934-183331091	1:183330934-183331091	11.0	32.0	29.0	8.0	11.0	12.0	ENSMUST00000069922
inclusion_1:140100984-140101584	1:140100984-140101584	0.0	1.0	0.0	1.0	0.0	3.0	ffd4854c-7b57-4fa7-9eb5-8f6510868b05
exclusion_1:140100984-140101584	1:140100984-140101584	14.0	11.0	3.0	22.0	29.0	17.0	4db844ef-128f-42a3-a86a-fbc734ce4948,d13f352c-8099-423e-b088-660e45227eae,ENSMUST00000066859,ENSMUST00000111977
inclusion_1:74290847-74291199	1:74290847-74291199	3.0	3.0	1.0	1.0	2.0	4.0	0122f1c4-caf5-4a1d-b5cc-fb25b2def295
exclusion_1:74290847-74291199	1:74290847-74291199	238.0	213.0	163.0	201.0	262.0	180.0	fac5c582-71a2-40d9-8c44-91d89d64599f,ENSMUST00000113796,afaa6676-f93a-4918-a0dd-e456096cdbb2,ENSMUST00000016309,3ae3e0de-b9b8-40de-970a-df74c976bd3a,5ced4533-5aba-44d3-b1ac-c9f3bde11f2d,0c0e74b7-7d93-4e6d-bc39-fa05639ae1cd,aada89bc-a812-42c6-9c89-69cc5aac59be,e3b7faf0-55aa-478d-b933-106daf0809ea,f416127e-0658-4e3e-b829-c0be279bb46d,b26a2d04-d74a-4764-a6f3-6c65270a18bd,9b0a15e7-327c-4ba2-9256-b3ff05f46279,e130d2d9-8917-40da-889c-7c782ed748ea,528a279e-70e7-44af-bb4b-0bf9653670ef,668a3705-646d-4612-b67e-5b512921c0ef,ba0fdd5e-ca84-41b7-b7a3-800804e0508a,aada89bc-a812-42c6-9c89-69cc5aac59be-1,e3f2d78f-3082-4be2-8b46-4ee5b00b52ab,88452c4e-afdc-4586-a963-7f3cd87acded,b8fa8ae3-db36-4bb5-a86b-c2b1fa6d1e69,11cf9b37-2b83-4478-b693-530d87d1ad36,003cae22-4b22-474b-b341-0c386c3e9aa9,f0c2fd17-8093-402d-94fc-796494de1eb1
inclusion_1:178323713-178325242	1:178323713-178325242	10.0	13.0	17.0	17.0	17.0	23.0	2061ecfe-c2c3-487e-a584-bf2f45ead0b5,f8fe9058-55e4-4206-9ab0-7270fcc5ec7e
exclusion_1:178323713-178325242	1:178323713-178325242	3.0	2.0	1.0	3.0	2.0	4.0	2b9e0be5-5ebf-47a9-8d2a-08cee704160e
inclusion_1:84725499-84725735	1:84725499-84725735	10.0	11.0	7.0	11.0	8.0	6.0	b4d43106-bb0d-4204-960d-3e985b1970cd
exclusion_1:84725499-84725735	1:84725499-84725735	34.0	28.0	11.0	47.0	62.0	53.0	e433f531-1e52-4d63-9603-f852be0bdca2,de584758-ebf2-4538-82f1-809bfb5158f7,05d732c7-fc36-47c7-b583-39f4fb0aeca5,42eb2183-04e7-4102-9879-4983e5ef032d,dedd17a9-15c7-4a4f-850e-f540cead7972,5f318920-ed60-4cc3-972d-889f667b10c0,ENSMUST00000027421,0af089bf-ed7b-4a43-979c-838a290a3183,8e96c611-62fc-4155-80a6-a68e2caf3650,28d22ec7-6fe7-4c09-8480-e8e473f0bc8e,32664f0f-2979-4358-8b03-198993451f87,a2445f85-c971-47d9-89c6-7db912e5a2f5,39e2573a-6275-4b7a-a0e2-3c0e96b3552b,a0365c98-7b97-4f28-8c16-ca7c59b9d9a2,b5b606df-d330-4e72-ae69-0215f1c760f4
inclusion_1:183329991-183331091	1:183329991-183331091	0.0	0.0	0.0	1.0	0.0	0.0	5fe72945-cd78-4da1-a06c-1bdc8498ffd6
exclusion_1:183329991-183331091	1:183329991-183331091	2.0	1.0	3.0	0.0	0.0	0.0	2e274aff-d248-464d-b10c-0658c557073b
inclusion_1:153464413-153464617	1:153464413-153464617	1.0	3.0	2.0	1.0	1.0	1.0	07fd0c7b-616a-4ae6-8b64-8153790f3681
exclusion_1:153464413-153464617	1:153464413-153464617	19.0	16.0	12.0	43.0	69.0	60.0	ENSMUST00000186380,13667841-e2e3-476b-91f6-7cd2d7dba07c,6422a554-4735-47db-a4ee-0494719e1994,30d4f726-9b82-48e4-a64a-d9cbac9b4bb1,72610cac-4cca-4699-9188-4000b3ecde25,ENSMUST00000042141
inclusion_1:195111155-195112373	1:195111155-195112373	5.0	0.0	8.0	1.0	6.0	2.0	010eedbc-53b5-4a02-bdf6-c7178a4f68ab,86e4d157-30dc-44d6-a075-ff3f6ea0a5bb
exclusion_1:195111155-195112373	1:195111155-195112373	167.0	94.0	56.0	110.0	129.0	121.0	ENSMUST00000075451,f086397d-d888-4d30-9ba6-b14841cdbde7,6f99dc66-eb1c-4a1c-a9fa-28f987acd121,4336aa29-fdc9-4fa4-a4ba-c9f63a0d1d14,645e60be-5373-4883-98bb-d6fd91c0a13b,a2da3d64-777f-4e1a-a11d-955cf10a501a,1ae24c55-1378-4eb6-916c-85faf0053299,365e783e-5bcc-453e-9484-5f8be6b1f6c0
inclusion_1:153464712-153464854	1:153464712-153464854	4.0	9.0	6.0	3.0	5.0	3.0	72610cac-4cca-4699-9188-4000b3ecde25,07fd0c7b-616a-4ae6-8b64-8153790f3681
exclusion_1:153464712-153464854	1:153464712-153464854	16.0	10.0	8.0	41.0	65.0	58.0	ENSMUST00000186380,13667841-e2e3-476b-91f6-7cd2d7dba07c,6422a554-4735-47db-a4ee-0494719e1994,30d4f726-9b82-48e4-a64a-d9cbac9b4bb1,ENSMUST00000042141
inclusion_1:74587751-74587924	1:74587751-74587924	5.0	7.0	1.0	1.0	3.0	3.0	3e5ab121-bddc-4e96-b010-210eac066f61
exclusion_1:74587751-74587924	1:74587751-74587924	0.0	1.0	0.0	1.0	2.0	2.0	c5df5d61-f457-40e6-b5d6-637ce4f40b64
inclusion_1:171343827-171344063	1:171343827-171344063	0.0	0.0	1.0	3.0	1.0	2.0	d1708ad2-30fa-4b04-b65c-838ebb7592b0
exclusion_1:171343827-171344063	1:171343827-171344063	62.0	76.0	56.0	67.0	93.0	80.0	ccf01d64-5057-45f8-ac27-d6a1082d9435,ENSMUST00000111289,ENSMUST00000141357,8fc82714-8e40-4c15-a429-982e2994c92f,ENSMUST00000111295
inclusion_1:133645846-133647335	1:133645846-133647335	0.0	2.0	1.0	0.0	8.0	0.0	8953441c-989d-4515-9b8e-8a1888131fc5
exclusion_1:133645846-133647335	1:133645846-133647335	98.0	135.0	104.0	102.0	113.0	108.0	f4bf95b6-630a-4319-be27-2a5dbd006543,7408ef61-b3fc-4b15-a0c6-674d0858f3fa,ENSMUST00000027736,77fb9e83-25d9-491d-8f46-7cbad0bc0b16,ENSMUST00000191896,e769eafc-d45e-4728-8538-2a3d7a0312d4,8bb418ad-8497-45b0-a382-11a33b6ad40d,3446b5b2-b3cf-4f86-bf3a-76b80dbfb2b9,00cdfb36-bfb6-461c-af68-cf718767738b,c4968a92-3adc-42ac-9333-b5cbba2577d0,ebf6bfe6-1c5f-499c-ae79-3d2ad3461235,08ba2d3e-822d-4e41-982d-b9a24b7f925b,dcd259cb-ed36-4f4f-aac7-96ea0fb447a3,fadb8806-9823-4c75-a20b-f33e57739d8e
inclusion_1:189882217-189885298	1:189882217-189885298	3.0	9.0	4.0	5.0	1.0	1.0	b8df5d1d-ef0c-4e9c-b478-de37884080ca
exclusion_1:189882217-189885298	1:189882217-189885298	0.0	3.0	4.0	0.0	0.0	0.0	f18ad787-bb3b-4ee7-8908-dc4f424a5fb7
inclusion_1:75142560-75142642	1:75142560-75142642	14.0	15.0	2.0	16.0	21.0	9.0	781dd461-0ecd-441c-947e-5fca295754e1,ENSMUST00000168720
exclusion_1:75142560-75142642	1:75142560-75142642	8.0	15.0	4.0	10.0	13.0	10.0	ENSMUST00000041213,58160ddd-2f71-447b-88d8-1e899802c6e7
inclusion_1:155924737-155926413	1:155924737-155926413	3.0	0.0	2.0	2.0	2.0	1.0	ffa980ce-6eb7-4d58-b690-67279926f8e9
exclusion_1:155924737-155926413	1:155924737-155926413	21.0	24.0	23.0	12.0	11.0	29.0	0b24abaf-15d6-4777-90b6-4dec882115e7,6c879fda-5a83-4b99-8e37-020604df0147
inclusion_1:45437496-45438869	1:45437496-45438869	0.0	0.0	0.0	2.0	5.0	4.0	b1ccb95c-ea02-4c09-8521-eda5b22dc856,c54ea02a-55ab-4dcd-a4f5-5d3e15070176
exclusion_1:45437496-45438869	1:45437496-45438869	187.0	155.0	85.0	321.0	426.0	391.0	db55cfc4-ef17-43f5-9fd0-c8f8972a93f0,ff131869-90ed-41aa-92bf-aac31e88b386,8834b685-068f-404b-83c7-3c49013bdf15,2122deff-b767-46fa-ace8-ebfd9db89670,c0ed058e-a23e-43c0-92ce-777cf3d2732d,ENSMUST00000086430,1690f9e8-c4c6-4f71-a581-c6ad8015e793,7b96e229-e3da-4cc4-9268-aea386848531,1ea45cbc-abe3-4ad9-85f3-e748f43b38db,a64ab68c-b01d-4a61-a42c-48ac4cd7a354,c74c05d0-7050-4df7-81c8-7badbbeba9a9,b737aeb3-2099-40cd-9313-a47325304e9d,27968fef-1b8d-4d2b-b09c-131c62e6a45f,602e89d2-9fe9-4935-b8a4-89b2bdb047a8,2887834a-a2e2-4485-823c-0a54d4362db7,d0b4f8b3-c083-4244-933f-a3aa887f3cce,2748c7f9-1bf6-4389-96e5-f58c13b8d8ec,e0e03d11-50c4-415b-aab1-c15ad2776274,ff01932f-e05f-4947-b540-8d99a9396f3b,9ae55e91-442a-4c88-b8c0-6dabf95111c4,9698f009-2ad6-4855-a4d6-a422714259de,caf7ccdb-ac61-4b5d-837f-8714e806be0d,cf7476bf-5e25-48f6-b149-fedeb96f0bb7,615bdeda-49b4-49c0-93e5-f2d2209612a3,94d5b455-d92b-489e-a8f3-f6e055b406f7,fef77f68-1089-4f0a-b6f8-57cab94c79b4,39618e14-f3a6-4bbd-9630-94190c3ecdd4,2985bcd7-643d-45b0-ad2f-11b2b2332992,8885e75c-2acb-4445-ac43-3ab075ee9116,6e8469dc-0f3f-44d7-a83a-19c510a9aef3,da570f3e-5f0f-47e5-ac71-0bb9781b41ff,3f69c9a6-45a3-4395-a5e8-6a7d4bdc008c,84596b7b-6f60-42c3-9579-a946934cfee0
inclusion_1:186737685-186739603	1:186737685-186739603	2.0	1.0	0.0	2.0	9.0	3.0	adedc3cd-0e3c-4518-8700-279b5b0b5f6a,bcc51273-f9e9-4b5b-8f16-e293a084c39e
exclusion_1:186737685-186739603	1:186737685-186739603	91.0	79.0	54.0	56.0	57.0	56.0	ENSMUST00000001339
inclusion_1:93625606-93625780	1:93625606-93625780	4.0	5.0	0.0	7.0	8.0	4.0	67f1f566-8dc5-429c-a977-46c11b5ae2b8,6e4aa6df-9f47-41fc-be0a-3586e0e85a38,c2cdd670-c9fe-4c8f-9c28-3ba0ae8d50f0,f1ef9449-07b5-4072-bea9-7a677fa8067d,34ebeaff-1439-438e-b4a2-4481a74f2f6c
exclusion_1:93625606-93625780	1:93625606-93625780	136.0	132.0	101.0	174.0	168.0	171.0	a266debb-722f-478e-b763-22a8f4ff9cf5,70c35566-5b60-4829-a8f5-4d6348be4ff9,6207223e-67d2-40fa-ab1f-d2b83a4b1ea4,ENSMUST00000151068,ENSMUST00000027498
inclusion_1:171237269-171238286	1:171237269-171238286	3.0	2.0	5.0	7.0	6.0	9.0	c82cb0ca-40e3-4dd3-bec7-bcf4197e9f09
exclusion_1:171237269-171238286	1:171237269-171238286	5.0	1.0	0.0	2.0	1.0	1.0	a10fc827-e8f7-4341-9127-08f500a74fe9
inclusion_1:58417179-58417266	1:58417179-58417266	0.0	0.0	1.0	0.0	0.0	4.0	10a69995-5141-476b-a257-383402f13230
exclusion_1:58417179-58417266	1:58417179-58417266	45.0	30.0	35.0	50.0	59.0	55.0	ENSMUST00000034868,ENSMUST00000156931,ENSMUST00000148330,2a3c3edc-c1ce-498e-8357-71fdf03d893e
inclusion_1:135110330-135111045	1:135110330-135111045	0.0	1.0	2.0	3.0	2.0	0.0	be415964-e2ce-43f8-93b4-12105349376a
exclusion_1:135110330-135111045	1:135110330-135111045	6.0	5.0	1.0	0.0	2.0	3.0	1e41d1bf-b192-412e-b2e1-6a022236b0d6,18266615-ce64-4162-8d30-4925f21e7d61
inclusion_1:63156332-63157131	1:63156332-63157131	9.0	17.0	20.0	7.0	5.0	12.0	3bb16da8-14b3-4853-bcb8-4863853e2390,ad5f2829-279e-4e8a-b6eb-8a2bda2af84a
exclusion_1:63156332-63157131	1:63156332-63157131	550.0	239.0	255.0	770.0	886.0	960.0	291a95f8-de40-4e02-b0f1-07e4befae79d,bdcdc367-7eca-4868-bc00-187bd563e040,fc86d2d4-8129-488c-af3a-f456b973c867,71cd1a66-99c2-4a39-ac36-ed2626c664e5,62084b2e-203d-459a-8144-bba3243d526a,0a1d8390-b0b2-4723-90d1-ce1154d50fc5,ENSMUST00000168099,3bac6e3b-c9eb-40e2-b5b6-c547723272bf,ca75ba9f-58d0-423d-aee6-b0bc552f6620,ENSMUST00000027111,5bf559db-2700-43fc-8d56-33c54dba1c5c,3e0fc0d8-4931-4b05-b791-3afce4374584,f36d8e53-e5c8-4359-91eb-cb20b846b91d,ea227312-baa1-4c84-a9e6-dd549e280b6e,889b81dc-643e-4308-b9bf-d1a307ea55c9,872c7025-4bc1-4420-af1a-a4776f0256ac,88ca2b7f-29e7-469f-b1dc-43b065565c8a,aa0aa8ad-4412-496c-b60b-d75540196338,5bd1a88c-43e8-4510-ab76-47a5fdf029f5,b23f3221-cb91-43c7-aa5b-54957a6d8fd5,01db8a1e-dff3-4c55-a437-30dbd7d1ed67,fdb5c1d9-be74-4758-b2a5-2335ab4606bc,96588499-2e12-4cc5-9880-1f4cc1f6a99d
inclusion_1:135125506-135125704	1:135125506-135125704	0.0	0.0	2.0	1.0	1.0	3.0	228a4939-811c-4475-b571-dec7febe649f
exclusion_1:135125506-135125704	1:135125506-135125704	13.0	9.0	7.0	8.0	17.0	6.0	947091c9-7415-47f6-998a-b6305f8cabbd,d3304063-4471-467b-b0b8-5f89a0f489ee,81042499-e621-4c44-8537-b460a51c2f52,c5489340-540f-4a5d-bfb8-7c00ca75bd42
inclusion_1:133655398-133661255	1:133655398-133661255	7.0	9.0	7.0	7.0	20.0	18.0	ebf6bfe6-1c5f-499c-ae79-3d2ad3461235
exclusion_1:133655398-133661255	1:133655398-133661255	3.0	2.0	4.0	3.0	10.0	11.0	77fb9e83-25d9-491d-8f46-7cbad0bc0b16,00cdfb36-bfb6-461c-af68-cf718767738b
inclusion_1:172067543-172067788	1:172067543-172067788	5.0	2.0	2.0	1.0	6.0	5.0	3bea22eb-2849-462f-8ede-30825b5c566d,e86714de-284e-4e30-81da-de792d12dd6c,aa2a3853-88f4-4fe4-a462-b54ae451eea0,1a61fc53-f27f-483e-a73a-8d50dcbcff6d
exclusion_1:172067543-172067788	1:172067543-172067788	45.0	33.0	35.0	43.0	59.0	36.0	5c770377-d064-4ce2-8f0e-f56bb4bac01e,ENSMUST00000003550,390dcea2-7445-44fa-9237-25f22b1c0131,ENSMUST00000146137,bca14296-5008-409f-9be8-cc916750a731,ENSMUST00000140643,415e35aa-6948-4981-aedc-0514610531a7
inclusion_1:171280522-171280673	1:171280522-171280673	0.0	1.0	0.0	0.0	1.0	2.0	6e8fc5ab-e1d2-417b-be09-b9d591d22b2a
