feature_id	coordinate	D-CCN1-1	D-CCN1-2	D-CCN1-3	D-CTL-1	D-CTL-2	D-CTL-3	isoform_ids
inclusion_1:91390606	1:91390606-91388464_1:91390606-91388446	51.0	40.0	55.0	26.0	33.0	20.0	6609334b-6291-4719-beaf-49b696a58246,1781366f-2170-419d-ac73-c7e919a656e8,c0bc0bc4-4074-4a1a-b010-21d12e7c8b3d,675a4c8d-1719-4d53-bef8-812b8dfd129d,84b5bfba-83b9-4c06-b97d-3fa3813bcd17,ENSMUST00000187105,ENSMUST00000027534,50284669-297b-49aa-ab6f-48bb70ccecd4
exclusion_1:91390606	1:91390606-91388464_1:91390606-91388446	10.0	2.0	10.0	2.0	1.0	1.0	b34917d0-8dc2-4d00-9dd5-06723fac72c1
inclusion_1:133655344	1:133655344-133654438_1:133655344-133654032	2.0	1.0	0.0	2.0	2.0	1.0	08ba2d3e-822d-4e41-982d-b9a24b7f925b
exclusion_1:133655344	1:133655344-133654438_1:133655344-133654032	15.0	6.0	9.0	26.0	25.0	33.0	f4bf95b6-630a-4319-be27-2a5dbd006543,77fb9e83-25d9-491d-8f46-7cbad0bc0b16,ENSMUST00000191896,fadb8806-9823-4c75-a20b-f33e57739d8e
inclusion_1:75187684	1:75187684-75187186_1:75187684-75186938	6.0	2.0	3.0	6.0	6.0	10.0	ENSMUST00000189665,4df7a090-97f6-4be5-ad43-b50d3a119bd3
exclusion_1:75187684	1:75187684-75187186_1:75187684-75186938	34.0	26.0	23.0	58.0	61.0	50.0	7ed2fe7a-05f5-484f-927f-9deee4fb9cec,ENSMUST00000040689,ENSMUST00000188347,c6ba6c63-f065-4794-864a-36affc403970,6116351c-a249-4e3d-b868-550187f30395,a5605619-826d-4704-bcec-33301df8c178,3b53e5fd-eaf1-49d6-b142-5a964cf6dda1,92d5d67d-b64b-4fde-a714-4b5f38fa10d9,1cbe6226-586d-47a6-bb4e-e283a5b62baf
inclusion_1:84747177	1:84747177-84745185_1:84747177-84745170	32.0	33.0	10.0	38.0	50.0	43.0	e433f531-1e52-4d63-9603-f852be0bdca2,05d732c7-fc36-47c7-b583-39f4fb0aeca5,6f3e8ad0-ff00-4bdc-9ed1-726f54270d98,5f318920-ed60-4cc3-972d-889f667b10c0,ce2dccad-7b0c-42e0-8b5c-1969fa070890,e45ff62a-c625-4b54-bfcc-9c9ef3f043f5,b48ce7fb-ba1d-4c66-8c10-8f9afa8fb1be,ENSMUST00000027421,0af089bf-ed7b-4a43-979c-838a290a3183,28d22ec7-6fe7-4c09-8480-e8e473f0bc8e,32664f0f-2979-4358-8b03-198993451f87,a2445f85-c971-47d9-89c6-7db912e5a2f5,a0365c98-7b97-4f28-8c16-ca7c59b9d9a2,b5b606df-d330-4e72-ae69-0215f1c760f4
exclusion_1:84747177	1:84747177-84745185_1:84747177-84745170	6.0	6.0	3.0	11.0	19.0	15.0	de584758-ebf2-4538-82f1-809bfb5158f7,42eb2183-04e7-4102-9879-4983e5ef032d,dedd17a9-15c7-4a4f-850e-f540cead7972,8e96c611-62fc-4155-80a6-a68e2caf3650,39e2573a-6275-4b7a-a0e2-3c0e96b3552b
inclusion_1:16597950	1:16597950-16585431_1:16597950-16585352	57.0	38.0	30.0	59.0	85.0	87.0	ENSMUST00000117146,81942c29-21db-49a3-9ee9-7a36d4e342a7,11ad5105-ec74-4f23-b29f-022661e89642
exclusion_1:16597950	1:16597950-16585431_1:16597950-16585352	13.0	9.0	6.0	11.0	11.0	12.0	aeacb109-b673-4cb7-9555-9c85fbbe136a
inclusion_1:24028199	1:24028199-24026823_1:24028199-24026768	6.0	2.0	3.0	3.0	1.0	2.0	1430a331-164d-4396-833a-7439516f8ad3
exclusion_1:24028199	1:24028199-24026823_1:24028199-24026768	7.0	4.0	0.0	6.0	23.0	13.0	800364b2-895c-48c5-87fd-80e24b573ad3,0dd2b19f-4e68-405b-a7b9-7795339b3426,ec00351c-271c-4954-bd6a-68f5d9b626cc,3a556fdd-6489-4255-beb9-8a322d880cb9
inclusion_1:78488784	1:78488784-78480111_1:78488784-78480013	52.0	28.0	33.0	69.0	59.0	65.0	dbdc86aa-556d-49db-a7e4-0220e5b1ddf4,eeb6390b-fb87-4fea-8733-5a422c8575a7,a7f4f0b5-52c1-416a-9530-bddca03703ca
exclusion_1:78488784	1:78488784-78480111_1:78488784-78480013	4.0	0.0	0.0	5.0	2.0	1.0	bd911a98-4524-4b6c-b9b0-9c5747d52d94
inclusion_1:150390235	1:150390235-150388657_1:150390235-150388619	93.0	61.0	80.0	76.0	94.0	83.0	0175fe1d-cd59-47a3-860f-8f1a575ee982,ENSMUST00000111913,891713da-49cb-4ab9-aa97-573ce29ecc1e,6df11b5e-1979-4657-a9f5-2b137fea3f3f,ENSMUST00000097547,5babc12b-38e5-43cc-a95c-c9d874a56934,f6779b10-e382-4479-ae99-518c267d4304
exclusion_1:150390235	1:150390235-150388657_1:150390235-150388619	4.0	3.0	1.0	3.0	3.0	3.0	060ff4d4-4f4c-446b-a53b-69e35111d4f2,f20c457c-a5dc-4640-8055-690f9d7ed139
inclusion_1:171222374	1:171222374-171222153_1:171222374-171222053	127.0	97.0	129.0	93.0	104.0	164.0	ENSMUST00000005817,576adc9d-050b-4ac5-89ee-d2440a6e7025,b29acb22-de1c-41f0-9179-eb9c64a62517,f9010348-a771-4b5d-95d3-3982d7a9c7ad,27c87139-ddb6-41b0-8eca-e184c94e7fc2,3527013d-7e8d-42b3-b85b-2cdb5f25de8f,4280e626-1030-4df1-a96d-14e64de640c4
exclusion_1:171222374	1:171222374-171222153_1:171222374-171222053	17.0	13.0	20.0	24.0	15.0	18.0	e26e0483-9118-421f-989a-017ba8031da2,d6a18660-44fd-4609-b4a9-2c39607a969c,ecc3f13e-be1b-413d-97bc-2ae3f95bdf3e
inclusion_1:171222374-1	1:171222374-171222153_1:171222374-171222025	127.0	97.0	129.0	93.0	104.0	164.0	ENSMUST00000005817,576adc9d-050b-4ac5-89ee-d2440a6e7025,b29acb22-de1c-41f0-9179-eb9c64a62517,f9010348-a771-4b5d-95d3-3982d7a9c7ad,27c87139-ddb6-41b0-8eca-e184c94e7fc2,3527013d-7e8d-42b3-b85b-2cdb5f25de8f,4280e626-1030-4df1-a96d-14e64de640c4
exclusion_1:171222374-1	1:171222374-171222153_1:171222374-171222025	6.0	3.0	4.0	3.0	3.0	5.0	3c8e00f4-913a-4906-a374-53a5705b5792
inclusion_1:171222374-2	1:171222374-171222053_1:171222374-171222025	17.0	13.0	20.0	24.0	15.0	18.0	e26e0483-9118-421f-989a-017ba8031da2,d6a18660-44fd-4609-b4a9-2c39607a969c,ecc3f13e-be1b-413d-97bc-2ae3f95bdf3e
exclusion_1:171222374-2	1:171222374-171222053_1:171222374-171222025	6.0	3.0	4.0	3.0	3.0	5.0	3c8e00f4-913a-4906-a374-53a5705b5792
inclusion_1:181209002	1:181209002-181203224_1:181209002-181203160	2.0	2.0	0.0	0.0	2.0	2.0	cc194631-2c5d-4117-b2a9-e358a36a696c
exclusion_1:181209002	1:181209002-181203224_1:181209002-181203160	15.0	6.0	6.0	8.0	17.0	10.0	ENSMUST00000162819
inclusion_1:171280387	1:171280387-171280288_1:171280387-171280255	1.0	0.0	3.0	0.0	6.0	3.0	e62e82e6-6476-4931-b286-52abe550f25b
exclusion_1:171280387	1:171280387-171280288_1:171280387-171280255	24.0	17.0	13.0	26.0	22.0	23.0	844ad6fc-661c-45f8-8b79-4f78d664eb20,8a84534c-c406-42b0-b2d5-f2910794c8aa,da164eba-da7a-43f3-8fbb-5de09bc0a9be,ENSMUST00000073120
inclusion_1:186632457	1:186632457-186630787_1:186632457-186630672	18.0	3.0	15.0	24.0	47.0	36.0	cbc94252-1040-4c97-8cb8-4320b2ddd98b,ENSMUST00000045288,ENSMUST00000195201,ENSMUST00000045288-1
exclusion_1:186632457	1:186632457-186630787_1:186632457-186630672	9.0	3.0	1.0	5.0	6.0	10.0	a99e5230-52c1-43fe-8953-a91ef5d52b53,59d0eda0-c3a7-427a-b4f4-3336181d0aba
inclusion_1:75478791	1:75478791-75477818_1:75478791-75477540	27.0	46.0	39.0	42.0	58.0	19.0	ENSMUST00000079205
exclusion_1:75478791	1:75478791-75477818_1:75478791-75477540	0.0	0.0	0.0	1.0	2.0	2.0	ENSMUST00000138683
inclusion_1:91376317	1:91376317-91375538_1:91376317-91374016	2.0	6.0	0.0	1.0	0.0	4.0	84b5bfba-83b9-4c06-b97d-3fa3813bcd17
exclusion_1:91376317	1:91376317-91375538_1:91376317-91374016	4.0	1.0	1.0	2.0	7.0	0.0	c0bc0bc4-4074-4a1a-b010-21d12e7c8b3d
inclusion_1:43797244	1:43797244-43790644_1:43797244-43790550	106.0	64.0	79.0	86.0	132.0	103.0	55675a6d-0207-43f9-a382-a965902a7f55,3e6e38bd-428f-481d-b5b5-4a1d6eacec6c,3e89cbf8-3c22-432c-9df9-c3afe078010a,ENSMUST00000126008,0de6116e-efb8-405d-9d8b-203ff8b76732,ENSMUST00000126008-1,f960dfb9-76c8-47a4-980a-2ef3bbcea9d3,b39311ee-45da-4338-ac93-06bea52e9293,3afa4425-2805-41aa-8a11-5e13c9022032,36b7afca-340a-4309-ab1f-dcd232eba242,d6f6f273-114d-4eeb-8fe8-5277aabf1d56,6e6b388c-7fbd-40f6-8412-2d3c8f4bbb1d,3afa4425-2805-41aa-8a11-5e13c9022032-1,f29541fa-dc10-4063-a88c-c82c224043ce
exclusion_1:43797244	1:43797244-43790644_1:43797244-43790550	4.0	5.0	1.0	2.0	3.0	2.0	ENSMUST00000076997,de33143a-dfb5-42e2-9bb8-b774a734c3b5
inclusion_1:78482307	1:78482307-78480111_1:78482307-78480013	125.0	59.0	51.0	66.0	85.0	71.0	ENSMUST00000170217,ENSMUST00000068333,a75f0cee-a612-4df8-b7cb-38e78b50e5b1,7d23fb78-8626-44c4-9f92-1b0edbc82fcf,49b2fbe6-a695-476c-8139-c87ecccba307
exclusion_1:78482307	1:78482307-78480111_1:78482307-78480013	23.0	12.0	7.0	21.0	12.0	15.0	ENSMUST00000189529,32312c50-6150-4d09-ad01-0f31094ba362
inclusion_1:183294333	1:183294333-183292625_1:183294333-183292581	6.0	5.0	4.0	8.0	9.0	7.0	fc949f63-b411-4716-9f5a-9bff99245c46,19f3ce1f-6c82-46d3-aefd-6f8d49ca443d
exclusion_1:183294333	1:183294333-183292625_1:183294333-183292581	69.0	48.0	45.0	91.0	142.0	143.0	9049a6a6-e159-42b3-a6c6-885db9b337e1,8e237885-4995-4331-938e-fc616c4b8740,44014dda-d070-4f99-901f-f15616a03406,ac8b3b78-049e-4888-8f27-c0701f050c18,ENSMUST00000193326,f8e38876-1ead-439a-8f6f-62ac802b8581,ENSMUST00000163528,25ea3242-c77b-4bf9-bd16-7d7808093172,a35bf9b0-a71e-45b5-8613-1288dc4debfd,4aa629b8-2d8f-427b-8202-29fb3f954ca1,c16ae8c3-bc75-49b9-9088-3d1eec6d57cd,ENSMUST00000057062
inclusion_1:136276537	1:136276537-136274900_1:136276537-136274873	1.0	0.0	0.0	0.0	1.0	3.0	ENSMUST00000194808
exclusion_1:136276537	1:136276537-136274900_1:136276537-136274873	28.0	41.0	21.0	27.0	20.0	29.0	92aae4f3-7230-46f8-b0b3-293b3b098db8,ENSMUST00000192001
inclusion_1:24030741	1:24030741-24030528_1:24030741-24029940	6.0	3.0	0.0	1.0	16.0	7.0	800364b2-895c-48c5-87fd-80e24b573ad3
exclusion_1:24030741	1:24030741-24030528_1:24030741-24029940	1.0	0.0	0.0	4.0	7.0	4.0	0dd2b19f-4e68-405b-a7b9-7795339b3426,3a556fdd-6489-4255-beb9-8a322d880cb9
inclusion_1:37842454	1:37842454-37841352_1:37842454-37841308	2.0	1.0	0.0	4.0	7.0	7.0	2bd51e30-cf26-4c88-81a6-cdf07cb957d5,39103563-68a1-4735-a06b-88576e7252fe
exclusion_1:37842454	1:37842454-37841352_1:37842454-37841308	0.0	0.0	2.0	0.0	2.0	3.0	fd3e4516-8aab-4cae-9474-8d5000c2c4e3
inclusion_1:98033115	1:98033115-98032168_1:98033115-98032024	2.0	0.0	0.0	2.0	2.0	3.0	5ea2dfd3-760b-4795-9b7b-bc0c0faca7cb
exclusion_1:98033115	1:98033115-98032168_1:98033115-98032024	2.0	0.0	1.0	0.0	0.0	0.0	a5984ba9-0811-4ff0-a0d2-b1c8568abed3
inclusion_1:34819866	1:34819866-34819790_1:34819866-34819769	112.0	146.0	134.0	49.0	43.0	40.0	ENSMUST00000170092
exclusion_1:34819866	1:34819866-34819790_1:34819866-34819769	4.0	8.0	3.0	0.0	2.0	4.0	ENSMUST00000047534
inclusion_1:36367768	1:36367768-36365632_1:36367768-36365585	2.0	2.0	1.0	0.0	4.0	1.0	5f5dbfb1-48e2-4e09-b138-c841919769e6
exclusion_1:36367768	1:36367768-36365632_1:36367768-36365585	1.0	1.0	0.0	1.0	0.0	0.0	9a57b3d6-a44b-4960-a3d2-17b45995ad9e
inclusion_1:36367768-1	1:36367768-36365690_1:36367768-36365632	1.0	2.0	0.0	1.0	1.0	1.0	e36d4d85-be8c-49d0-908b-c3e97f48fb75
exclusion_1:36367768-1	1:36367768-36365690_1:36367768-36365632	2.0	2.0	1.0	0.0	4.0	1.0	5f5dbfb1-48e2-4e09-b138-c841919769e6
inclusion_1:36367768-2	1:36367768-36365690_1:36367768-36365585	1.0	2.0	0.0	1.0	1.0	1.0	e36d4d85-be8c-49d0-908b-c3e97f48fb75
exclusion_1:36367768-2	1:36367768-36365690_1:36367768-36365585	1.0	1.0	0.0	1.0	0.0	0.0	9a57b3d6-a44b-4960-a3d2-17b45995ad9e
inclusion_1:36367768-3	1:36367768-36365690_1:36367768-36365652	1.0	2.0	0.0	1.0	1.0	1.0	e36d4d85-be8c-49d0-908b-c3e97f48fb75
exclusion_1:36367768-3	1:36367768-36365690_1:36367768-36365652	12.0	3.0	3.0	13.0	14.0	5.0	e4352dbb-918d-4714-bb50-bb0356d131e6,9031d9c1-d65f-489b-864f-3d01d627a320,ENSMUST00000010597,aecf03d3-ee76-4fcc-ac79-dc6c7deca6e3
inclusion_1:36367768-4	1:36367768-36365652_1:36367768-36365632	12.0	3.0	3.0	13.0	14.0	5.0	e4352dbb-918d-4714-bb50-bb0356d131e6,9031d9c1-d65f-489b-864f-3d01d627a320,ENSMUST00000010597,aecf03d3-ee76-4fcc-ac79-dc6c7deca6e3
exclusion_1:36367768-4	1:36367768-36365652_1:36367768-36365632	2.0	2.0	1.0	0.0	4.0	1.0	5f5dbfb1-48e2-4e09-b138-c841919769e6
inclusion_1:36367768-5	1:36367768-36365652_1:36367768-36365585	12.0	3.0	3.0	13.0	14.0	5.0	e4352dbb-918d-4714-bb50-bb0356d131e6,9031d9c1-d65f-489b-864f-3d01d627a320,ENSMUST00000010597,aecf03d3-ee76-4fcc-ac79-dc6c7deca6e3
exclusion_1:36367768-5	1:36367768-36365652_1:36367768-36365585	1.0	1.0	0.0	1.0	0.0	0.0	9a57b3d6-a44b-4960-a3d2-17b45995ad9e
inclusion_1:93302717	1:93302717-93301795_1:93302717-93301584	23.0	22.0	37.0	23.0	28.0	31.0	ENSMUST00000027492
exclusion_1:93302717	1:93302717-93301795_1:93302717-93301584	0.0	5.0	3.0	7.0	1.0	5.0	ENSMUST00000112944
inclusion_1:144248900	1:144248900-144248608_1:144248900-144248559	0.0	0.0	0.0	0.0	4.0	1.0	ENSMUST00000169409
exclusion_1:144248900	1:144248900-144248608_1:144248900-144248559	2.0	1.0	1.0	16.0	15.0	22.0	ENSMUST00000172388,1def3626-c2cb-4e04-9d7a-33bc9964779c,ENSMUST00000189061
inclusion_1:121327690	1:121327690-121319972_1:121327690-121319905	109.0	77.0	68.0	143.0	165.0	218.0	38aa5be6-2f05-4895-9cc8-ee7a6847c729,30b2b636-e1c9-49ce-8506-7d6d52fe5206,ENSMUST00000003818,ENSMUST00000160688,7f86c936-8696-4685-941e-720c99b1e774,23e1f2b1-d3f8-4415-89f7-759e66f3ac9e
exclusion_1:121327690	1:121327690-121319972_1:121327690-121319905	5.0	2.0	5.0	7.0	9.0	12.0	abcddb3f-e167-4f7f-9be7-74818749d480-1
inclusion_1:161853714	1:161853714-161852947_1:161853714-161852935	1.0	1.0	0.0	6.0	13.0	11.0	ENSMUST00000048377,75d3e7e6-33a5-497f-ac47-2883a23cec93
exclusion_1:161853714	1:161853714-161852947_1:161853714-161852935	4.0	3.0	0.0	4.0	6.0	3.0	afec24b1-e391-455f-9c04-b0b2503f669b,8e046f3f-fc1f-41a9-a8c4-6666ee09c92b,b85a0280-3b87-49fb-9525-426dd3a54094
inclusion_1:36367749	1:36367749-36365652_1:36367749-36365632	1.0	2.0	1.0	3.0	2.0	1.0	4666621c-6774-4fa4-ac99-79e5f81f1004,ENSMUST00000188961
exclusion_1:36367749	1:36367749-36365652_1:36367749-36365632	0.0	5.0	0.0	0.0	0.0	1.0	60e896f4-fdb5-4a48-9d92-c69ba14f7f8f
inclusion_1:183284132	1:183284132-183282571_1:183284132-183282555	57.0	41.0	24.0	77.0	106.0	114.0	9049a6a6-e159-42b3-a6c6-885db9b337e1,44014dda-d070-4f99-901f-f15616a03406,ac8b3b78-049e-4888-8f27-c0701f050c18,e6c65d8a-911d-41af-8d34-8ce3950f992a,fc949f63-b411-4716-9f5a-9bff99245c46,ENSMUST00000163528,a35bf9b0-a71e-45b5-8613-1288dc4debfd,19f3ce1f-6c82-46d3-aefd-6f8d49ca443d,16e28bae-f4a8-4940-bc25-ce9cd7d7b279,c16ae8c3-bc75-49b9-9088-3d1eec6d57cd,ENSMUST00000057062
exclusion_1:183284132	1:183284132-183282571_1:183284132-183282555	16.0	11.0	23.0	21.0	48.0	41.0	435894b9-2726-48cd-acfb-4760b7f988c4,f8e38876-1ead-439a-8f6f-62ac802b8581,25ea3242-c77b-4bf9-bd16-7d7808093172,aace2350-0ace-4b17-909e-d8742242e8e1,888c36cd-7eb3-4667-a247-0d7afa95dcaf
inclusion_1:176755165	1:176755165-176750160_1:176755165-176750052	5.0	5.0	0.0	16.0	24.0	13.0	94215d81-cf7c-4b17-b83d-76afcaf64d59,0c300656-b065-44a3-a3d9-a63c022a5686,fab689b0-ca87-4826-9766-4063dddfc185,dd50d72c-dd24-42b3-b88c-84f49b41e558,fcaa49ca-0a96-4203-935f-66f33c8d0aa0,79391431-d514-4dc7-9d98-36d30f5886bb
exclusion_1:176755165	1:176755165-176750160_1:176755165-176750052	1.0	1.0	0.0	1.0	6.0	7.0	27d2a125-35c4-4bed-8f1e-2b9407c0891c,69694372-39c6-483a-aca4-496959a6f72b,70814d1b-306b-413b-832d-c3591a477c4b
inclusion_1:193114604	1:193114604-193114002_1:193114604-193113980	6.0	8.0	11.0	6.0	10.0	3.0	ENSMUST00000085555
exclusion_1:193114604	1:193114604-193114002_1:193114604-193113980	1.0	1.0	9.0	3.0	2.0	1.0	ENSMUST00000195291
inclusion_1:193114604-1	1:193114604-193114002_1:193114604-193113887	6.0	8.0	11.0	6.0	10.0	3.0	ENSMUST00000085555
exclusion_1:193114604-1	1:193114604-193114002_1:193114604-193113887	0.0	1.0	1.0	3.0	1.0	2.0	a706750b-18fc-4bbe-8fb9-f891a264f017
inclusion_1:193114604-2	1:193114604-193113980_1:193114604-193113887	1.0	1.0	9.0	3.0	2.0	1.0	ENSMUST00000195291
exclusion_1:193114604-2	1:193114604-193113980_1:193114604-193113887	0.0	1.0	1.0	3.0	1.0	2.0	a706750b-18fc-4bbe-8fb9-f891a264f017
inclusion_1:43807349	1:43807349-43805689_1:43807349-43805674	32.0	24.0	38.0	30.0	28.0	32.0	331f5aaf-6515-448d-9460-0d80805ffeda,f960dfb9-76c8-47a4-980a-2ef3bbcea9d3,b39311ee-45da-4338-ac93-06bea52e9293,3afa4425-2805-41aa-8a11-5e13c9022032,cedfc281-e0f2-4eb6-9d80-5578fccf5e73,3afa4425-2805-41aa-8a11-5e13c9022032-1,f29541fa-dc10-4063-a88c-c82c224043ce
exclusion_1:43807349	1:43807349-43805689_1:43807349-43805674	77.0	49.0	43.0	62.0	111.0	82.0	55675a6d-0207-43f9-a382-a965902a7f55,3e6e38bd-428f-481d-b5b5-4a1d6eacec6c,3e89cbf8-3c22-432c-9df9-c3afe078010a,ENSMUST00000126008,6e9307fd-7133-4ec2-afb4-29b18179d84a,ENSMUST00000076997,ENSMUST00000126008-1,de33143a-dfb5-42e2-9bb8-b774a734c3b5,36b7afca-340a-4309-ab1f-dcd232eba242,d6f6f273-114d-4eeb-8fe8-5277aabf1d56,27eb6d36-7102-4194-8ae9-bdf01eaeb596
inclusion_1:66777966	1:66777966-66773619_1:66777966-66773514	1.0	2.0	3.0	7.0	10.0	4.0	ENSMUST00000068168,6ab19f60-6f50-4ace-939d-a4ee637b0fa3,fac0c258-73ca-48cd-8b3f-369f9c620af9
