feature_id	coordinate	D-CCN1-1	D-CCN1-2	D-CCN1-3	D-CTL-1	D-CTL-2	D-CTL-3	isoform_ids
inclusion_16:90866254-90866451	16:90866254-90866451	23.0	10.0	23.0	19.0	26.0	18.0	ENSMUST00000037539_ENSMUSG00000039903,ENSMUST00000099543_ENSMUSG00000039903
exclusion_16:90866254-90866451	16:90866254-90866451	5.0	1.0	8.0	1.0	3.0	0.0	ENSMUST00000130868_ENSMUSG00000039903,ENSMUST00000152223_ENSMUSG00000039903
inclusion_16:18252718-18252835	16:18252718-18252835	31.0	30.0	24.0	26.0	38.0	33.0	8f3640e2-3b5d-4c54-83dd-8137b438accc_ENSMUSG00000022721,e67fbe8e-62c4-4136-be72-fadeb907ef58_ENSMUSG00000022721,ENSMUST00000100099_ENSMUSG00000022721,f572d3f5-7ee7-4697-bc9d-225cb958b12f_ENSMUSG00000022721,2d9ad558-1141-4e94-adf7-dec742de21a4_ENSMUSG00000022721,314f2b28-91ce-44fc-898a-f5c46f1f2f89_ENSMUSG00000022721,ENSMUST00000153292_ENSMUSG00000022721,ENSMUST00000115640_ENSMUSG00000022721,ENSMUST00000145112_ENSMUSG00000022721
exclusion_16:18252718-18252835	16:18252718-18252835	5.0	0.0	1.0	0.0	2.0	1.0	ENSMUST00000140206_ENSMUSG00000022721
inclusion_16:17091855-17091889	16:17091855-17091889	95.0	84.0	63.0	75.0	106.0	69.0	6b3be27f-074d-4664-8c27-23f710f923d1_ENSMUSG00000022771,56db8fd8-ccc3-412d-a172-af23203bf385_ENSMUSG00000022771,b8bfa81c-1b88-4b24-b020-4c088b3d1db9_ENSMUSG00000022771,b82fd5bc-eb98-48cc-8f74-932e460a42c3_ENSMUSG00000022771,ENSMUST00000023455_ENSMUSG00000022771,499bb6ca-99eb-4113-8362-848ab5d699d5_ENSMUSG00000022771,75bdba0b-bae1-4de4-a814-dd491a05e48b_ENSMUSG00000022771,f2942c7e-23f8-499b-a597-5856a74b5119_ENSMUSG00000022771,14f8ae05-d1b7-4ea9-a574-64ccb13e6764_ENSMUSG00000022771,1e499872-6bc1-4e89-bce4-06dce5ae829e_ENSMUSG00000022771,858f3b8f-f5e4-4930-ae2b-d119b17e49a4_ENSMUSG00000022771,37e7bd79-01de-410e-b01c-b72e6618b3de_ENSMUSG00000022771,ENSMUST00000164458_ENSMUSG00000022771,2daa08b1-cdcf-4a4c-b291-130157f961d1_ENSMUSG00000022771,953c6876-93de-43c7-9d1b-9c3bb2ddafe4_ENSMUSG00000022771
exclusion_16:17091855-17091889	16:17091855-17091889	3.0	1.0	2.0	1.0	2.0	0.0	9321df7c-c84e-40b5-a8cc-295da9decad3_ENSMUSG00000022771,b12c64a3-41a1-4fc2-95b9-51dff0ce532f_ENSMUSG00000022771
inclusion_16:10428658-10428803	16:10428658-10428803	2.0	0.0	0.0	1.0	2.0	0.0	b8744da4-a05a-4828-89a7-df820026d3e0_ENSMUSG00000050908
exclusion_16:10428658-10428803	16:10428658-10428803	1.0	1.0	0.0	3.0	1.0	0.0	e659f975-8d7b-41e4-8e56-aaf1d6a8a624_ENSMUSG00000050908
inclusion_16:95982101-95982238	16:95982101-95982238	119.0	96.0	123.0	52.0	46.0	60.0	0b02f2d7-9741-4d6e-9640-8976def1f59a_ENSMUSG00000022913,ENSMUST00000023630_ENSMUSG00000022913,556bdbda-70c5-460d-bcfa-97a3b60225ee_ENSMUSG00000022913
exclusion_16:95982101-95982238	16:95982101-95982238	0.0	0.0	1.0	0.0	0.0	1.0	13b68801-6713-4ae9-8267-9e4158222085_ENSMUSG00000022913
inclusion_16:38545748-38545884	16:38545748-38545884	101.0	63.0	52.0	161.0	172.0	197.0	a6d9d609-785f-4763-88d9-b0914cf6195b_ENSMUSG00000034064,ENSMUST00000036210_ENSMUSG00000034064,ENSMUST00000153187_ENSMUSG00000034064
exclusion_16:38545748-38545884	16:38545748-38545884	0.0	0.0	0.0	1.0	3.0	2.0	9b978f54-a68c-487d-bee0-fc9be9f4f099_ENSMUSG00000034064
inclusion_16:87480874-87480969	16:87480874-87480969	43.0	39.0	31.0	110.0	114.0	119.0	b1feac96-27ff-4266-95ca-3b0be4d86da8_ENSMUSG00000025616,96339c4c-b9ad-4192-ad53-880d5ea663c8_ENSMUSG00000025616,0a05f26d-26d1-4088-b1d9-2d5002956410_ENSMUSG00000025616,5e536897-67e8-49fd-9cf8-9083148d67e3_ENSMUSG00000025616,81e17c1d-88aa-4012-92ac-6353068cbefb_ENSMUSG00000025616,244aa392-c371-4abf-98fb-b2fe6b2443ae_ENSMUSG00000025616,89a3c0d7-b8f9-4f70-8673-5653befa5bab_ENSMUSG00000025616,d632458f-5c88-4fff-877b-9fc49b443f42_ENSMUSG00000025616,fc782f3e-60da-484d-a149-67ff1085261e_ENSMUSG00000025616,ENSMUST00000026710_ENSMUSG00000025616,278ba973-8833-4c8f-b64c-7e67b63e308d_ENSMUSG00000025616,4502dd76-c50a-4d12-9e07-856504d6e2ff_ENSMUSG00000025616,f953c36d-f341-4b21-8c82-ca19f68c403e_ENSMUSG00000025616,ENSMUST00000144759_ENSMUSG00000025616,52835afc-bcc8-4910-be9f-c359bfe5a5c6_ENSMUSG00000025616,81e55018-0466-4c7b-a773-dee7050da9ba_ENSMUSG00000025616,8ae3a759-df9e-4785-b1e0-cb2385e793dc_ENSMUSG00000025616,c0e18281-3f65-4f52-ba4d-a2b97c5ee5ce_ENSMUSG00000025616
exclusion_16:87480874-87480969	16:87480874-87480969	4.0	2.0	0.0	1.0	2.0	5.0	101a9913-30cc-4a55-a186-175f2f4d8104_ENSMUSG00000025616
inclusion_16:18303682-18303836	16:18303682-18303836	159.0	156.0	141.0	152.0	130.0	182.0	fba01d18-8ac8-429c-a621-1ce5d6ff654f_ENSMUSG00000013539,ba6ce3c3-1ce7-4a4d-96cf-35a7e5dea356_ENSMUSG00000013539,2f67f37a-7d84-4a4f-9a86-1d04dce32373_ENSMUSG00000013539,dbe758ef-66b4-416c-9e92-75b40ccc32f2_ENSMUSG00000013539,c2d01257-c43d-4788-afe2-30aa91553ad6_ENSMUSG00000013539,ENSMUST00000115628_ENSMUSG00000013539
exclusion_16:18303682-18303836	16:18303682-18303836	3.0	0.0	1.0	0.0	3.0	1.0	e0f26f7b-9984-40dc-b9e4-e3a25eca7168_ENSMUSG00000013539
inclusion_16:36089900-36089960	16:36089900-36089960	153.0	143.0	133.0	99.0	151.0	118.0	1773b5b6-c8de-49f5-9996-307f67c31758_ENSMUSG00000075229,ENSMUST00000163352_ENSMUSG00000075229,ENSMUST00000164916_ENSMUSG00000075229,9302a8cd-a393-4743-be45-5ad74424376e_ENSMUSG00000075229
exclusion_16:36089900-36089960	16:36089900-36089960	18.0	24.0	18.0	21.0	28.0	20.0	6c26ea40-2905-40d9-a5ee-ddf2cc0fb087_ENSMUSG00000075229,331ed3a7-de1f-464d-9fa0-e5b3acce0a62_ENSMUSG00000075229,86895324-3276-4f33-833f-64744931a100_16:36071000
inclusion_16:22081733-22081985	16:22081733-22081985	34.0	31.0	13.0	56.0	44.0	48.0	ENSMUST00000100052_ENSMUSG00000033581,dd3829c4-070f-4031-bc00-62008e02b3a9_ENSMUSG00000033581,3a6ce501-e165-4b12-9351-c2cba4d9811f_ENSMUSG00000033581,b1cb456a-d659-4f60-be04-2236a5c71d4c_ENSMUSG00000033581
exclusion_16:22081733-22081985	16:22081733-22081985	0.0	0.0	0.0	3.0	0.0	0.0	fe59e91b-f282-4121-a8fc-5dca9df2d9a7_ENSMUSG00000033581
inclusion_16:20688970-20689052	16:20688970-20689052	169.0	144.0	119.0	163.0	231.0	160.0	16bb7bd8-540e-4560-b329-b2473a02850b_ENSMUSG00000045983,ENSMUST00000132320_ENSMUSG00000045983,cfe4a346-361a-4cf0-b8f8-4f6e750c2f73_ENSMUSG00000045983,6d7f0654-d8ac-4338-9f9f-361f43182e8f_ENSMUSG00000045983,3359910a-6e0d-459a-b7c1-8767025985aa_ENSMUSG00000045983,30ff61d1-3727-4bc0-bf91-78c91646c31e_ENSMUSG00000045983,043b7984-d209-413b-a714-0a3fb21bad70-1_ENSMUSG00000045983,72abfed6-9efc-44de-80ee-5c5d71254cec_ENSMUSG00000045983,6b963709-efa5-4821-b90c-0d57d6442929_ENSMUSG00000045983,7f8cefb0-49b8-409b-a58e-99c2c4a3d8eb_ENSMUSG00000045983,b96dcbfa-2242-484f-96f8-570c0a310830_ENSMUSG00000045983,81d8ab0c-115e-4d95-8505-d81b31b327b2_ENSMUSG00000045983,11935aba-da84-4c77-9788-970a080bc24e_ENSMUSG00000045983,57b03cf3-caea-4e1c-a1ea-f6831fd7f204_ENSMUSG00000045983,9ade697f-ef90-4fc6-aa51-05b2b1562d44_ENSMUSG00000045983,70959cc9-19be-42d0-b54b-ef6bdb314f01_ENSMUSG00000045983,15ff415a-ef61-4429-9461-41a49f953ddf_ENSMUSG00000045983,14f60d46-df4e-432a-95be-472d07499f71_ENSMUSG00000045983,c85cb9b9-3794-4304-89c6-e1da71daa34a_ENSMUSG00000045983,c0612fb0-f864-4e23-a253-f39662e80da1_ENSMUSG00000045983,f407e6ce-a99e-4ad9-ad5c-4dfb446067d4_ENSMUSG00000045983,004d8dbe-a570-4971-a721-b2e98c7fbd38_ENSMUSG00000045983,749a2e6c-c2dc-4364-b4a3-10702c3b9e66_ENSMUSG00000045983,746bba85-e127-424f-9b37-a4416fd5c541_ENSMUSG00000045983,1d3e8199-1c40-4916-8041-c1aa7e01bca9_ENSMUSG00000045983,40fb437d-cbf4-4ba8-8026-93c36eba1600_ENSMUSG00000045983,4f349a12-6a34-4fc6-a176-423d330e0fd1_ENSMUSG00000045983,23455a28-8cd9-4bda-aa67-6baf8d0095d1_ENSMUSG00000045983,48a536d0-3272-4cd6-b910-dc83aa273311_ENSMUSG00000045983,b0537875-6172-4761-abbf-aa5e1d324493_ENSMUSG00000045983,2264eead-e17a-49ab-b091-558de46fc0bb_ENSMUSG00000045983,b318dcbc-0ad4-4d3d-8ed2-5572039073b8_ENSMUSG00000045983,e7312d75-1083-49c5-8af1-814751762172_ENSMUSG00000045983,50df1c94-51d9-49e7-a53d-2aa6b0f591e0_ENSMUSG00000045983,db224933-f4dd-4bcb-b825-79032df4e069_ENSMUSG00000045983,6e8fe41e-f5d6-4353-b36a-2174ccb1f244_ENSMUSG00000045983,a69803ae-42c2-46cd-a13c-b36a5dcffb2c_ENSMUSG00000045983,420939bd-7373-4b08-8728-c4deef6399b3_ENSMUSG00000045983,a5ef57a4-31ee-49a2-8d69-1fa302adcbcf_ENSMUSG00000045983,56f05c60-d4b1-441d-8b92-1cc08e04e1fd_ENSMUSG00000045983,043b7984-d209-413b-a714-0a3fb21bad70_ENSMUSG00000045983,1ccc1b93-94be-4c6b-86cd-c715e4996f1d_ENSMUSG00000045983,8f4e3d92-05e0-4b0c-b2fd-b111757d440f_ENSMUSG00000045983,9444f9ce-d632-45c5-abfb-aae573663b4b_ENSMUSG00000045983,8daf2cec-c11d-4c22-937b-52c5874bd609_ENSMUSG00000045983,5a84dfa4-6fb9-4dd1-ad38-d0c9515ed28a_ENSMUSG00000045983,0d141ff1-547c-4ae6-a5be-97fbceeeb67f_ENSMUSG00000045983,e0f40150-183b-4605-ac61-dbf6a99c0dae_ENSMUSG00000045983,ENSMUST00000073840_ENSMUSG00000045983,0f185cf5-1be6-4dbf-8a9c-25f33ab80402_ENSMUSG00000045983,da243436-c564-42bd-8d16-723bee7d7248_ENSMUSG00000045983,4e74aba6-b684-4bae-b992-a12839cc0a48_ENSMUSG00000045983,7fb1e866-a47a-41ad-9c3e-ee159084b37f_ENSMUSG00000045983,87f1739e-48af-41a1-aa80-4c20c79176a5_ENSMUSG00000045983
exclusion_16:20688970-20689052	16:20688970-20689052	1.0	1.0	0.0	0.0	1.0	0.0	03bc30e6-8ed8-4a80-a0e1-9d0715282737_ENSMUSG00000045983
inclusion_16:11199384-11199486	16:11199384-11199486	243.0	152.0	112.0	199.0	278.0	212.0	9fefc569-8c9a-46ed-b9de-da2ae0219fd4_ENSMUSG00000005846,88365389-ca68-413f-b4d9-8b9ae6840fbe_ENSMUSG00000005846,a7435b7d-7c75-481c-a3bd-1d5242256f25_ENSMUSG00000005846,9419ecec-1408-4f52-b97f-12a5f10f8e83_ENSMUSG00000005846,ENSMUST00000119953_ENSMUSG00000005846
exclusion_16:11199384-11199486	16:11199384-11199486	1.0	5.0	1.0	0.0	3.0	2.0	531c1210-680d-4c07-b79c-ff4413a644ba_ENSMUSG00000005846,8e7415b2-5bc1-412e-9c88-2383b80c0e6f_ENSMUSG00000005846
inclusion_16:16341421-16341468	16:16341421-16341468	87.0	51.0	59.0	132.0	172.0	150.0	62d57857-5788-4c98-b785-8271fd2a2c07_ENSMUSG00000022789,ENSMUST00000096229_ENSMUSG00000022789,63c9f9ea-62c3-4b8e-ade6-9bf41050bd6e_ENSMUSG00000022789,66fa41cd-dcdc-4379-afe0-1b85eb7090d0_ENSMUSG00000022789,ENSMUST00000023477_ENSMUSG00000022789,306063f0-56b9-4cbf-b942-1806d088382c_ENSMUSG00000022789,82c3507c-8de3-41f9-8ae6-098df38bb03b_ENSMUSG00000022789,3f4f63fc-0722-4e2a-9b1f-c33c289ca1bb_ENSMUSG00000022789
exclusion_16:16341421-16341468	16:16341421-16341468	2.0	3.0	0.0	1.0	2.0	1.0	2f5dff9d-f0bd-4bc6-be72-404a0b24f198_ENSMUSG00000022789
inclusion_16:49884164-49884254	16:49884164-49884254	722.0	516.0	554.0	373.0	497.0	413.0	9db0f0e0-7fe1-4155-b077-94e8e380676c_ENSMUSG00000055447,8dd1a59b-e3c7-4fee-8f16-7d91d78a6d8c_ENSMUSG00000055447,01f87a9a-1901-4c8e-8b5e-6b35c9fa2f38_ENSMUSG00000055447,8b377108-e6ca-4dba-9102-0b09269e03ac_ENSMUSG00000055447,d17879ef-846b-4948-8dbc-acf6922a9502_ENSMUSG00000055447,ENSMUST00000084838_ENSMUSG00000055447,3b3216dd-18d5-453c-ba38-a3e38a6a63c3_ENSMUSG00000055447
exclusion_16:49884164-49884254	16:49884164-49884254	182.0	222.0	200.0	200.0	286.0	194.0	cbe1cf8e-a8e5-43a4-ae42-73b34447dd5f_ENSMUSG00000055447,f8499e28-f320-4cb6-b042-c47b7efe4d6f_ENSMUSG00000055447,c61446c7-7c8d-4ddb-a69c-e964125589a3_ENSMUSG00000055447
inclusion_16:4960396-4960568	16:4960396-4960568	12.0	12.0	9.0	7.0	11.0	13.0	8b16a02b-15cd-4c9d-8293-de0737c081dd_ENSMUSG00000022515,91b3fa3d-3554-4ea5-b41e-9387ad7177bf_ENSMUSG00000022515,ENSMUST00000023157_ENSMUSG00000022515,8f6c7e0c-65b6-4a52-823d-62abf1b0b7f5_ENSMUSG00000022515,512df9f3-b057-451d-9e18-e81ccb6e4c3b_ENSMUSG00000022515
exclusion_16:4960396-4960568	16:4960396-4960568	6.0	2.0	4.0	7.0	4.0	7.0	9580490f-1ca7-473d-a675-93058730559b_ENSMUSG00000022515,48a97178-7fac-4c09-b0ac-9edadb3b387c_ENSMUSG00000022515,4720a98e-9c92-4c51-81fa-753621aec150_ENSMUSG00000022515
inclusion_16:37821155-37821188	16:37821155-37821188	782.0	448.0	396.0	1278.0	1921.0	1741.0	1b2d8ff9-04ea-4aa0-b3b4-982360434ea7_ENSMUSG00000022816,1467614c-a345-450f-b65c-51ba7f8461e2_ENSMUSG00000022816,c18569ee-d5f3-4225-8075-386e79010c7d_ENSMUSG00000022816,a10751f7-942e-49af-94b9-1c9a29c87cc5_ENSMUSG00000022816,720dc2f0-63d7-487b-b9f5-f795a4b72bd1_ENSMUSG00000022816,2cec9d49-2840-4fd9-9750-7c6fd319253d_ENSMUSG00000022816,c76da9dc-83f2-4ecf-9add-25b9cc2dbbab_ENSMUSG00000022816,b3e442ae-1746-4b96-91a6-867995b08dc3_ENSMUSG00000022816,bf4eabb2-2573-4d83-993c-5777bbea3363_ENSMUSG00000022816,ENSMUST00000114763_ENSMUSG00000022816,fce11444-4ef6-41a3-ad42-46ec34c03b83_ENSMUSG00000022816
exclusion_16:37821155-37821188	16:37821155-37821188	4.0	8.0	6.0	5.0	13.0	9.0	98591555-81d9-4ca2-8a57-882ea74c727b_ENSMUSG00000022816,e7e3e82a-b741-4f7c-9960-de19b8dab2eb_ENSMUSG00000022816
inclusion_16:20540974-20541110	16:20540974-20541110	268.0	223.0	176.0	186.0	276.0	226.0	1b805fee-857c-4b22-8837-4b2967302059_ENSMUSG00000022841,ENSMUST00000090023_ENSMUSG00000022841,7766b6a4-f0d7-4525-abf9-1435a42591f1_ENSMUSG00000022841,75c9961d-278c-4f2f-8e46-1370558b0f01_ENSMUSG00000022841,7b7ace83-5017-4cd3-88ac-7dd752d4853b_ENSMUSG00000022841,bd4cbc27-757a-4312-99a2-c63b1b5cded2_ENSMUSG00000022841,0af92652-f218-4692-9299-d912e3606432_ENSMUSG00000022841,92be7199-8dbc-4ee2-846f-b31492d59f83_ENSMUSG00000022841,39188929-177e-4206-8ec2-0e166cb89e41_ENSMUSG00000022841,55e16a7c-d1e3-473f-9e2b-6390b9217134_ENSMUSG00000022841,e154a3aa-09bb-48d6-88ed-d41d94a20fa5_ENSMUSG00000022841,d2032b44-7c15-47d5-a3c9-65ba3a8f0827_ENSMUSG00000022841,f304e364-7770-4b5b-8e8d-ad97774edbda_ENSMUSG00000022841,4e76bfa0-95b1-4c77-9cb8-9d067eff9e11_ENSMUSG00000022841
exclusion_16:20540974-20541110	16:20540974-20541110	3.0	3.0	4.0	2.0	6.0	3.0	2486bb9b-4062-486c-a454-e06753a30f56_ENSMUSG00000022841
inclusion_16:22070306-22070375	16:22070306-22070375	35.0	32.0	13.0	59.0	45.0	50.0	ENSMUST00000100052_ENSMUSG00000033581,dd3829c4-070f-4031-bc00-62008e02b3a9_ENSMUSG00000033581,fe59e91b-f282-4121-a8fc-5dca9df2d9a7_ENSMUSG00000033581,9fb3c851-47f0-4d43-92de-78e93ea30fe8_ENSMUSG00000033581,b1cb456a-d659-4f60-be04-2236a5c71d4c_ENSMUSG00000033581
exclusion_16:22070306-22070375	16:22070306-22070375	0.0	1.0	0.0	0.0	1.0	0.0	3a6ce501-e165-4b12-9351-c2cba4d9811f_ENSMUSG00000033581
inclusion_16:8611126-8611294	16:8611126-8611294	5.0	2.0	16.0	12.0	15.0	24.0	ENSMUST00000065987_ENSMUSG00000057880,e90916d0-d8a7-41c3-89b4-1cf6e4c3ef45_ENSMUSG00000057880
exclusion_16:8611126-8611294	16:8611126-8611294	6.0	4.0	5.0	13.0	11.0	8.0	ENSMUST00000115839_ENSMUSG00000057880
inclusion_16:77670352-77670560	16:77670352-77670560	6.0	6.0	6.0	0.0	1.0	0.0	ef610cd2-ace5-475c-adaa-fd5d9ef4fcf8_ENSMUSG00000090386,2e95cd53-1a82-4df7-b1f5-6e417e044ca3_ENSMUSG00000090386
exclusion_16:77670352-77670560	16:77670352-77670560	49.0	65.0	58.0	7.0	16.0	16.0	0d2f30c8-f5b0-4974-9d3e-09aaf35563dc_ENSMUSG00000090386,bd642804-f832-407a-978f-57100b2a5cb0_ENSMUSG00000090386,997fd2b1-294d-42e4-bbb9-cb934a3d097f_ENSMUSG00000090386,7f0c7326-618f-4941-b14d-57c48b82c02f_ENSMUSG00000090386
inclusion_16:87490484-87490665	16:87490484-87490665	1458.0	901.0	754.0	1904.0	1962.0	1922.0	16df1ea2-162c-4ffd-aff8-f10fcb14ab3d_ENSMUSG00000025613,e9eed006-9997-44c0-be53-c1e87a47d42e_ENSMUSG00000025613,24890141-fae3-4f42-8c43-99f0d79938ce_ENSMUSG00000025613,e28bc3d6-3d49-4a5b-a292-ef9bd279f7ca_ENSMUSG00000025613,773772f9-4cc8-455e-b791-67a58d6079d5_ENSMUSG00000025613,4cde2588-dacb-46a4-995a-18fbed6054d0_ENSMUSG00000025613,112fa523-0417-40d2-a24a-35042384e55d_ENSMUSG00000025613,bf431da7-ed2d-41c5-ac2e-ba7fe7177493_ENSMUSG00000025613,6498eb33-61ec-425a-bdea-b4831133110f_ENSMUSG00000025613,14f5ee92-94cd-4a6e-b89e-fa8a2dc5afde_ENSMUSG00000025613,6a96ff02-1a6e-43fa-97b2-e84ccf964a26_ENSMUSG00000025613,ENSMUST00000026704_ENSMUSG00000025613,143c2314-e7ff-4da3-84f0-49b6de0e9abe_ENSMUSG00000025613,22aa3f21-ab62-4d0d-b910-33fd4611f23d_ENSMUSG00000025613,bf80238e-4219-411a-9861-81f6b51fbdf3_ENSMUSG00000025613,60bc5385-aa2c-4d4d-82bf-df70cf5111d2_ENSMUSG00000025613,e3dc54fa-6c20-4eac-90e3-af5c8382cd57_ENSMUSG00000025613,1e5ac108-20cb-4ff5-ba00-6f86400aa915_ENSMUSG00000025613,24c25f2f-3fff-4fa0-b178-f3b8a0f871b7_ENSMUSG00000025613,853501e6-42e8-4137-874e-3d153fbb76e8_ENSMUSG00000025613,e7ec790d-02e8-4348-a073-d5bbeff39c5f_ENSMUSG00000025613
exclusion_16:87490484-87490665	16:87490484-87490665	1.0	2.0	2.0	2.0	6.0	2.0	ENSMUST00000175977_ENSMUSG00000025613
inclusion_16:57218308-57218420	16:57218308-57218420	33.0	26.0	17.0	45.0	87.0	80.0	ENSMUST00000023431_ENSMUSG00000022749,2d9560f4-8385-4a01-88e6-3b6f5f9f6ccf_ENSMUSG00000022749,3de2b254-7edd-4373-a67e-6c5dbe195586_ENSMUSG00000022749,ENSMUST00000226586_ENSMUSG00000022749,fb70b844-c662-4828-a039-7791b91bc344_ENSMUSG00000022749,4831fcae-669b-486e-9e04-28005809d046_ENSMUSG00000022749
exclusion_16:57218308-57218420	16:57218308-57218420	0.0	1.0	1.0	5.0	3.0	4.0	a244b4c4-73b3-43cf-b055-7863754ec1a4_ENSMUSG00000022749,c82853af-db74-4503-ba3f-0d757c89f545_ENSMUSG00000022749,2a1c740a-cb95-402e-b689-b0b1349623a6_ENSMUSG00000022749
inclusion_16:35293017-35293047	16:35293017-35293047	12.0	11.0	11.0	8.0	12.0	11.0	007bbc06-ae86-4f70-bfec-6c6a101a1f8a_ENSMUSG00000022840,707f08e8-1d82-405f-a6ea-25128f6d213a_ENSMUSG00000022840,2662c761-7278-41f4-8d21-944fec9bffcc_ENSMUSG00000022840,ENSMUST00000114913_ENSMUSG00000022840,9dc6d823-fedc-4267-beb2-824c835d5bd5_ENSMUSG00000022840
exclusion_16:35293017-35293047	16:35293017-35293047	1.0	1.0	1.0	3.0	9.0	9.0	60df6326-c137-4cd7-ab0a-a42a5b260ca2_ENSMUSG00000022840
inclusion_16:58732580-58732718	16:58732580-58732718	303.0	175.0	173.0	395.0	434.0	396.0	5bf60657-cb2c-4ca2-b56a-bfa49919db78_ENSMUSG00000022744,eff8563f-d336-407f-8ddd-ff89ebfd6539_ENSMUSG00000022744,ENSMUST00000159944_ENSMUSG00000022744,f08d3a02-3d57-4f2f-90ef-de48722ef357_ENSMUSG00000022744,ENSMUST00000162057_ENSMUSG00000022744,ENSMUST00000023426_ENSMUSG00000022744
exclusion_16:58732580-58732718	16:58732580-58732718	9.0	11.0	7.0	18.0	21.0	14.0	c8381178-7b08-4393-8375-52b786ff58af_ENSMUSG00000022744,c8313b18-d9c0-429e-9bf3-362a0dc990fe_ENSMUSG00000022744
