feature_id	coordinate	D-CCN1-1	D-CCN1-2	D-CCN1-3	D-CTL-1	D-CTL-2	D-CTL-3	isoform_ids
inclusion_1:57967723	1:57967723-57969406_1:57967723-57970020	2.0	2.0	0.0	2.0	5.0	0.0	92a1aa74-c0c4-4c24-a749-009dd3e8c98a
exclusion_1:57967723	1:57967723-57969406_1:57967723-57970020	5.0	3.0	3.0	6.0	11.0	9.0	ENSMUST00000114410,40ddba71-fb4b-4971-9104-fe25aac08605,92feeddc-5b3e-447a-bbaa-0921bdcc8753,ENSMUST00000159826
inclusion_1:10035163	1:10035163-10037669_1:10035163-10037918	446.0	312.0	288.0	357.0	374.0	390.0	943faea3-7bd6-4746-bfde-cfcaa7ac1529,18273a14-5a07-49f2-8429-3707b1ee23a9,ENSMUST00000027050,67a73537-66a8-40d7-8176-8456e40285b5,54ab9542-2890-4ca6-aaf4-c5e2b458a4e2
exclusion_1:10035163	1:10035163-10037669_1:10035163-10037918	24.0	10.0	14.0	22.0	15.0	9.0	50270fc2-38c6-4862-8fe1-2f82fbb73664
inclusion_1:10035163-1	1:10035163-10037661_1:10035163-10037918	5.0	5.0	3.0	6.0	10.0	11.0	f8b9a93f-3b7c-401d-a463-d1430d244d9c
exclusion_1:10035163-1	1:10035163-10037661_1:10035163-10037918	24.0	10.0	14.0	22.0	15.0	9.0	50270fc2-38c6-4862-8fe1-2f82fbb73664
inclusion_1:161244342	1:161244342-161250993_1:161244342-161251021	10.0	15.0	14.0	7.0	8.0	7.0	30effb53-f97c-48cf-a4b1-5fae750163d3
exclusion_1:161244342	1:161244342-161250993_1:161244342-161251021	168.0	163.0	123.0	86.0	95.0	93.0	e04e3663-1542-49a7-960c-07daf4fb81d8,ENSMUST00000192639-1
inclusion_1:161244342-1	1:161244342-161250756_1:161244342-161250993	10.0	5.0	6.0	6.0	6.0	1.0	ENSMUST00000156318
exclusion_1:161244342-1	1:161244342-161250756_1:161244342-161250993	10.0	15.0	14.0	7.0	8.0	7.0	30effb53-f97c-48cf-a4b1-5fae750163d3
inclusion_1:161244342-2	1:161244342-161250756_1:161244342-161251021	10.0	5.0	6.0	6.0	6.0	1.0	ENSMUST00000156318
exclusion_1:161244342-2	1:161244342-161250756_1:161244342-161251021	168.0	163.0	123.0	86.0	95.0	93.0	e04e3663-1542-49a7-960c-07daf4fb81d8,ENSMUST00000192639-1
inclusion_1:36365632	1:36365632-36367749_1:36365632-36367768	0.0	5.0	0.0	0.0	0.0	1.0	60e896f4-fdb5-4a48-9d92-c69ba14f7f8f
exclusion_1:36365632	1:36365632-36367749_1:36365632-36367768	2.0	2.0	1.0	0.0	4.0	1.0	5f5dbfb1-48e2-4e09-b138-c841919769e6
inclusion_1:37995841	1:37995841-37997108_1:37995841-37997163	268.0	226.0	234.0	242.0	243.0	242.0	ENSMUST00000194747,ENSMUST00000162031,086276a9-bedb-4914-bdf1-e1555ef15270
exclusion_1:37995841	1:37995841-37997108_1:37995841-37997163	118.0	142.0	94.0	90.0	89.0	78.0	ENSMUST00000195247,48688e3c-f76c-47fb-8852-28583c243c9a,26c9c48c-452b-4e83-9248-d0e59a561c06,3b16e30e-338d-41b6-b64f-9f14e93fc182
inclusion_1:36365652	1:36365652-36367749_1:36365652-36367768	1.0	2.0	1.0	3.0	2.0	1.0	4666621c-6774-4fa4-ac99-79e5f81f1004,ENSMUST00000188961
exclusion_1:36365652	1:36365652-36367749_1:36365652-36367768	12.0	3.0	3.0	13.0	14.0	5.0	e4352dbb-918d-4714-bb50-bb0356d131e6,9031d9c1-d65f-489b-864f-3d01d627a320,ENSMUST00000010597,aecf03d3-ee76-4fcc-ac79-dc6c7deca6e3
inclusion_1:74016186	1:74016186-74036858_1:74016186-74036970	21.0	18.0	19.0	20.0	54.0	40.0	908e81b3-956f-4e87-ba8d-0479d100ce85,5bb53343-e8f6-4ffe-88bf-1da7decef2fb
exclusion_1:74016186	1:74016186-74036858_1:74016186-74036970	19.0	27.0	13.0	14.0	31.0	26.0	47bef0da-99f1-461e-a8b2-257384582983-1,f15022bc-1a8c-49c2-a4af-5dd8669a6def,9c256d34-d531-4ead-9dcf-5f52df6bbfb5,90c1f5d8-8442-4e29-82bc-2445ec78db20,e82ea8ab-46c3-4da0-a1c9-ac7fb2b014b7,85bf52ca-6182-4af9-9389-6b188e986276,a4615ab5-f964-420f-adf8-1730698cfaf4,488fcc9d-8eeb-44cd-938b-b4ed5e08368e,a60465b4-d682-43df-a5bb-c8a99dd04fab,99a3a34a-39cc-4ef7-a8a7-25f9b1cfa8b9
inclusion_1:162678228	1:162678228-162679484_1:162678228-162679499	17.0	18.0	14.0	22.0	39.0	41.0	9b4280f0-213c-44f4-9144-09144140fb39,31537c06-a48c-4f6c-b180-f7c8d0a4fe1e,c3e07ecf-5333-46a9-ad7e-4a92a2b2c1f9,dcbdfd03-a7ed-4839-8285-7cc846552e8c,8231a26c-bb29-4c69-9dd3-e5f7c0f6865e,db204615-1c86-4352-b037-4a140112d448
exclusion_1:162678228	1:162678228-162679484_1:162678228-162679499	29.0	20.0	21.0	32.0	53.0	30.0	195af77c-cdcb-4acc-9e15-40643c49867c,1ab6a356-a802-4619-ae6b-129cf89e43b6,0290763d-056f-431f-8cf8-2ff10bd4c7ed,ENSMUST00000182149,2808b332-d764-4b10-8a61-ca0acb77cfc2,fd629da4-6c57-45c0-8881-7c53f63a7755,5f8139c2-be41-4c37-91f3-0e03c0cf4e31,a0eeff57-14be-43f5-85c5-c719275b8b7b,8d9b800a-26e3-4ff6-a3b1-e526b831977d,bd772dab-43f1-40f6-8a6a-2ce06c412c6a,d4aa8999-cf98-465a-b368-f6a6328ef665,5a7329c0-e54a-4280-bc0d-62c0e9666c9d
inclusion_1:133654032	1:133654032-133661236_1:133654032-133661255	6.0	5.0	3.0	13.0	7.0	9.0	ENSMUST00000027736
exclusion_1:133654032	1:133654032-133661236_1:133654032-133661255	3.0	4.0	2.0	11.0	11.0	3.0	3446b5b2-b3cf-4f86-bf3a-76b80dbfb2b9
inclusion_1:16648007	1:16648007-16656821_1:16648007-16656911	659.0	648.0	668.0	524.0	423.0	544.0	bcead230-daf6-4a97-8156-8cc26615fa5b,ENSMUST00000188641,0fa359c7-2f08-4876-b3b0-c4b39af64b5b
exclusion_1:16648007	1:16648007-16656821_1:16648007-16656911	297.0	264.0	258.0	339.0	384.0	287.0	ec87cebb-3ae3-487a-bac3-3ad861d21fef,ENSMUST00000186948
inclusion_1:128092010	1:128092010-128101774_1:128092010-128102252	2.0	0.0	0.0	2.0	4.0	2.0	ENSMUST00000112538
exclusion_1:128092010	1:128092010-128101774_1:128092010-128102252	1.0	0.0	0.0	2.0	2.0	4.0	ENSMUST00000086614,5565c462-4646-463f-97a9-d6266f41f755
inclusion_1:128092010-1	1:128092010-128101774_1:128092010-128102967	2.0	0.0	0.0	2.0	4.0	2.0	ENSMUST00000112538
exclusion_1:128092010-1	1:128092010-128101774_1:128092010-128102967	0.0	0.0	0.0	0.0	1.0	0.0	40b5c37f-387e-4341-b369-b741a9e1a674
inclusion_1:36439726	1:36439726-36443490_1:36439726-36443519	48.0	25.0	30.0	38.0	46.0	51.0	95a910a8-cbac-4b63-b89d-8bf3aa8cc635,ENSMUST00000001171,ENSMUST00000115011,50278b14-44cd-43e7-ab5c-1a10fe6fcd59,ENSMUST00000125304
exclusion_1:36439726	1:36439726-36443490_1:36439726-36443519	1.0	1.0	1.0	0.0	0.0	0.0	9f317c09-86af-4b19-a1a9-2d1d7e8150e4
inclusion_1:92637403	1:92637403-92641606_1:92637403-92641879	8.0	2.0	12.0	2.0	6.0	1.0	ffbe6cc3-83c1-40cb-9c4d-e3a26f4fca9b
exclusion_1:92637403	1:92637403-92641606_1:92637403-92641879	47.0	44.0	35.0	28.0	30.0	45.0	5c66aef3-29da-4cfb-95b3-9eb464155689
inclusion_1:164302720	1:164302720-164303847_1:164302720-164303903	5.0	1.0	1.0	6.0	2.0	6.0	24239560-d597-4724-b325-71b822b34515-1
exclusion_1:164302720	1:164302720-164303847_1:164302720-164303903	1.0	4.0	3.0	5.0	4.0	4.0	85801725-d5b9-45b2-8fd1-ee0a2050f9d4,088f6a67-731d-49ae-b18b-05c0cbadd81a
inclusion_1:133383924	1:133383924-133384412_1:133383924-133384456	0.0	3.0	0.0	0.0	0.0	0.0	9949f0f3-9ab8-4aa3-ba8f-ddd41ea21be7
exclusion_1:133383924	1:133383924-133384412_1:133383924-133384456	4.0	2.0	4.0	0.0	5.0	5.0	bb5b22a7-48af-4039-a92f-96056d5ab3f2,ENSMUST00000153799
inclusion_1:135309870	1:135309870-135313554_1:135309870-135313693	3.0	1.0	0.0	2.0	2.0	2.0	9345150c-a064-4a92-948c-2dd2aca37fbe
exclusion_1:135309870	1:135309870-135313554_1:135309870-135313693	546.0	470.0	395.0	351.0	375.0	400.0	ENSMUST00000081104,ENSMUST00000081104-1,8315ede4-9faa-443b-8d80-e9dc91ac2ffc,a7dbda74-a7aa-44e8-8aaf-6bf33d27e2ce,422c432b-ebaf-4b71-b9db-b35a153bc61a,93a6eebd-9def-4b47-923b-dea649a3dbfa,db67160a-bacc-45ab-a40a-94749c284447,597b5b99-4219-47a3-b953-de288282857e,0b1d04c6-d6ab-4388-bfc6-227de2393a04,8315ede4-9faa-443b-8d80-e9dc91ac2ffc-1
inclusion_1:60097727	1:60097727-60098044_1:60097727-60098142	9.0	20.0	24.0	4.0	11.0	5.0	fa75d73f-5d5d-4d8c-8a4d-93ba85d42ebc,ENSMUST00000122038
exclusion_1:60097727	1:60097727-60098044_1:60097727-60098142	36.0	37.0	21.0	29.0	31.0	30.0	ENSMUST00000117438
inclusion_1:60097727-1	1:60097727-60097989_1:60097727-60098044	5.0	2.0	0.0	3.0	1.0	0.0	a2df7a4c-2b86-4b30-a61c-7bdc31e9ae31
exclusion_1:60097727-1	1:60097727-60097989_1:60097727-60098044	9.0	20.0	24.0	4.0	11.0	5.0	fa75d73f-5d5d-4d8c-8a4d-93ba85d42ebc,ENSMUST00000122038
inclusion_1:60097727-2	1:60097727-60097989_1:60097727-60098142	5.0	2.0	0.0	3.0	1.0	0.0	a2df7a4c-2b86-4b30-a61c-7bdc31e9ae31
exclusion_1:60097727-2	1:60097727-60097989_1:60097727-60098142	36.0	37.0	21.0	29.0	31.0	30.0	ENSMUST00000117438
inclusion_1:58565954	1:58565954-58586102_1:58565954-58586211	3.0	0.0	1.0	0.0	0.0	2.0	4fef2d8b-db2f-4350-99fa-e9ef756407f2
exclusion_1:58565954	1:58565954-58586102_1:58565954-58586211	3.0	13.0	3.0	5.0	13.0	7.0	c9788409-7222-4363-ad0f-63c2a80657d0,ENSMUST00000097724,ENSMUST00000161600
inclusion_1:59220452	1:59220452-59236847_1:59220452-59237154	2.0	0.0	1.0	0.0	0.0	0.0	ENSMUST00000163058
exclusion_1:59220452	1:59220452-59236847_1:59220452-59237154	5.0	6.0	3.0	9.0	14.0	3.0	ENSMUST00000027178
inclusion_1:162720606	1:162720606-162721429_1:162720606-162721444	16.0	14.0	12.0	23.0	33.0	35.0	a3449f35-69c8-4f93-b23e-f144697ce00f,31537c06-a48c-4f6c-b180-f7c8d0a4fe1e,ENSMUST00000182149,dcbdfd03-a7ed-4839-8285-7cc846552e8c,8231a26c-bb29-4c69-9dd3-e5f7c0f6865e,db204615-1c86-4352-b037-4a140112d448
exclusion_1:162720606	1:162720606-162721429_1:162720606-162721444	19.0	11.0	9.0	11.0	36.0	20.0	9b4280f0-213c-44f4-9144-09144140fb39,2808b332-d764-4b10-8a61-ca0acb77cfc2,fd629da4-6c57-45c0-8881-7c53f63a7755,8d9b800a-26e3-4ff6-a3b1-e526b831977d,d4aa8999-cf98-465a-b368-f6a6328ef665
inclusion_1:58444639	1:58444639-58445145_1:58444639-58445331	87.0	104.0	54.0	66.0	68.0	87.0	a6d18720-8bac-4e16-abca-5950d589b58a,ENSMUST00000114348,4bcbd83d-4f83-48b5-99a1-e3e8d7519eb5
exclusion_1:58444639	1:58444639-58445145_1:58444639-58445331	4.0	11.0	14.0	3.0	0.0	3.0	ENSMUST00000081677
inclusion_1:58444639-1	1:58444639-58445145_1:58444639-58445371	87.0	104.0	54.0	66.0	68.0	87.0	a6d18720-8bac-4e16-abca-5950d589b58a,ENSMUST00000114348,4bcbd83d-4f83-48b5-99a1-e3e8d7519eb5
exclusion_1:58444639-1	1:58444639-58445145_1:58444639-58445371	4.0	0.0	1.0	0.0	0.0	0.0	c4a078c4-09f0-4456-8e14-9945f0a3fcd1
inclusion_1:58444639-2	1:58444639-58445331_1:58444639-58445371	4.0	11.0	14.0	3.0	0.0	3.0	ENSMUST00000081677
exclusion_1:58444639-2	1:58444639-58445331_1:58444639-58445371	4.0	0.0	1.0	0.0	0.0	0.0	c4a078c4-09f0-4456-8e14-9945f0a3fcd1
inclusion_1:43805689	1:43805689-43827614_1:43805689-43827705	5.0	3.0	3.0	0.0	2.0	3.0	0de6116e-efb8-405d-9d8b-203ff8b76732,6e6b388c-7fbd-40f6-8412-2d3c8f4bbb1d,e7af06ac-49e0-4344-83d5-6e6791281d0c
exclusion_1:43805689	1:43805689-43827614_1:43805689-43827705	0.0	0.0	1.0	2.0	1.0	0.0	d08768a3-c191-421b-bec4-56deaf31576d
inclusion_1:171289594	1:171289594-171289854_1:171289594-171289883	11.0	15.0	13.0	5.0	9.0	7.0	7a1bc1d7-59d2-4f19-9409-68370614d2b1,ENSMUST00000144576,db3ace7a-87ad-4003-bea9-768d6d1bc5c9
exclusion_1:171289594	1:171289594-171289854_1:171289594-171289883	416.0	388.0	380.0	358.0	300.0	307.0	ENSMUST00000111302,a0ac0192-47a5-4d42-94cb-14ebe224b71f,f6c23fe0-d564-4c59-8dab-5f4fa1851e77,cc395fe1-4f7b-4f8e-be03-9f8648405e53,ENSMUST00000080001
inclusion_1:36539534	1:36539534-36541823_1:36539534-36541858	16.0	6.0	5.0	5.0	3.0	5.0	ENSMUST00000194894
exclusion_1:36539534	1:36539534-36541823_1:36539534-36541858	103.0	92.0	73.0	41.0	52.0	37.0	ENSMUST00000001172,13b30edc-61fe-4a4a-825d-28843203117f,ENSMUST00000207843
inclusion_1:172199266	1:172199266-172200407_1:172199266-172200473	491.0	299.0	297.0	467.0	571.0	580.0	03601a2a-7272-4764-8421-91e20788146a,ENSMUST00000013842,ENSMUST00000013842-1
exclusion_1:172199266	1:172199266-172200407_1:172199266-172200473	18.0	21.0	21.0	24.0	31.0	37.0	ENSMUST00000111247,ENSMUST00000111247-1
inclusion_1:92462345	1:92462345-92462949_1:92462345-92463077	5.0	3.0	3.0	1.0	1.0	1.0	80c8704a-80e6-4a82-9716-30e1815f3f45
exclusion_1:92462345	1:92462345-92462949_1:92462345-92463077	1271.0	991.0	985.0	1566.0	1408.0	1784.0	fcff2c28-01a0-44e8-8a5f-925752fcb73f,7b42da6a-1e53-4ba2-b76a-038eaa6b5f90,ec8758dd-a5be-4923-95bc-4557a8f103f3,c6fc3423-a0d7-4bb4-bcfc-9fce263ce60b,221ac6be-69a1-4c6d-9bbc-ecd5ffe04c83,c1a6d1af-ff13-4abc-b94a-e32161fff77b,ENSMUST00000027478,6138ba28-25c0-4aa6-b994-7f5fc97aa104,41fa91e5-da19-44e6-b860-bdae52f2f5f6,ENSMUST00000189503
inclusion_1:57396796	1:57396796-57401368_1:57396796-57401387	11.0	5.0	12.0	6.0	3.0	12.0	c6d47625-003f-4f18-b261-42c46e162cb8,ENSMUST00000162686
exclusion_1:57396796	1:57396796-57401368_1:57396796-57401387	35.0	19.0	32.0	34.0	50.0	26.0	c8206e06-93e7-44a6-bdcb-5329819242cf,dd076d3f-b952-4143-9bca-27a26b6a7b8b,ENSMUST00000079998,841050d6-ee1f-42ee-bfd4-22dfdad3dfb1,546cb3b0-5a07-4ca1-8cc1-d3349bb6bbb8,9597ec8d-aa29-4245-adff-f79e32997082
inclusion_1:130691148	1:130691148-130697016_1:130691148-130697905	5.0	6.0	11.0	7.0	9.0	18.0	ENSMUST00000066863
exclusion_1:130691148	1:130691148-130697016_1:130691148-130697905	1.0	0.0	5.0	4.0	7.0	4.0	1dd6a445-8201-42b7-ab99-aab503366548
inclusion_1:161247413	1:161247413-161250756_1:161247413-161251021	30.0	42.0	30.0	39.0	38.0	32.0	9d63d81f-2c1a-49d4-9f29-ec2b0682f79b-1
exclusion_1:161247413	1:161247413-161250756_1:161247413-161251021	3118.0	2517.0	2467.0	1898.0	2038.0	2042.0	ENSMUST00000071718,ENSMUST00000071718-1
inclusion_1:161247413-1	1:161247413-161250756_1:161247413-161250993	30.0	42.0	30.0	39.0	38.0	32.0	9d63d81f-2c1a-49d4-9f29-ec2b0682f79b-1
exclusion_1:161247413-1	1:161247413-161250756_1:161247413-161250993	11.0	9.0	5.0	13.0	18.0	19.0	ENSMUST00000156678
inclusion_1:161247413-2	1:161247413-161250993_1:161247413-161251021	11.0	9.0	5.0	13.0	18.0	19.0	ENSMUST00000156678
exclusion_1:161247413-2	1:161247413-161250993_1:161247413-161251021	3118.0	2517.0	2467.0	1898.0	2038.0	2042.0	ENSMUST00000071718,ENSMUST00000071718-1
inclusion_1:181203160	1:181203160-181209002_1:181203160-181209050	15.0	6.0	6.0	8.0	17.0	10.0	ENSMUST00000162819
exclusion_1:181203160	1:181203160-181209002_1:181203160-181209050	14.0	11.0	20.0	11.0	9.0	5.0	ENSMUST00000162963,feb70f97-aac9-4470-9575-7723c0fa1f06
inclusion_1:67038591	1:67038591-67038771_1:67038591-67038801	2.0	5.0	6.0	10.0	10.0	0.0	ENSMUST00000119559
exclusion_1:67038591	1:67038591-67038771_1:67038591-67038801	72.0	37.0	30.0	52.0	41.0	35.0	28e901fe-e41d-49a6-b8de-91ef91f004f5
inclusion_1:67038591-1	1:67038591-67038775_1:67038591-67038801	73.0	55.0	59.0	68.0	56.0	46.0	3cc0084b-838b-42f3-9d30-f2aa43dc94ea,ENSMUST00000027149
exclusion_1:67038591-1	1:67038591-67038775_1:67038591-67038801	72.0	37.0	30.0	52.0	41.0	35.0	28e901fe-e41d-49a6-b8de-91ef91f004f5
inclusion_1:133655398	1:133655398-133661236_1:133655398-133661255	15.0	7.0	9.0	34.0	23.0	29.0	ENSMUST00000191896,e769eafc-d45e-4728-8538-2a3d7a0312d4,08ba2d3e-822d-4e41-982d-b9a24b7f925b
exclusion_1:133655398	1:133655398-133661236_1:133655398-133661255	3.0	2.0	4.0	3.0	10.0	11.0	77fb9e83-25d9-491d-8f46-7cbad0bc0b16,00cdfb36-bfb6-461c-af68-cf718767738b
inclusion_1:59118006	1:59118006-59119951_1:59118006-59119996	7.0	3.0	9.0	2.0	17.0	14.0	1d13be7b-2145-4b60-a711-773ad1126d7f,d9b6a0c7-ec16-495a-832b-a831c5839872
exclusion_1:59118006	1:59118006-59119951_1:59118006-59119996	5.0	2.0	2.0	6.0	10.0	6.0	eeba2eee-305c-4695-a3dc-911ec312dc2f
inclusion_1:74281432	1:74281432-74282410_1:74281432-74282440	10.0	5.0	2.0	2.0	12.0	8.0	7d60a3b3-6d9e-4731-ad9c-06ae16602317,e13d0b08-66cb-4b86-adb9-9e4f49fbee51
exclusion_1:74281432	1:74281432-74282410_1:74281432-74282440	11.0	6.0	14.0	3.0	11.0	2.0	53c1b26e-038a-4d0a-aa9b-e10696640090
inclusion_1:121319905	1:121319905-121327565_1:121319905-121327690	0.0	1.0	3.0	0.0	0.0	0.0	92cbbbfa-c938-4c6a-9fcb-87857379b51d
exclusion_1:121319905	1:121319905-121327565_1:121319905-121327690	5.0	2.0	5.0	7.0	9.0	12.0	abcddb3f-e167-4f7f-9be7-74818749d480-1
inclusion_1:92639759	1:92639759-92641606_1:92639759-92641879	30.0	72.0	54.0	48.0	42.0	42.0	ENSMUST00000148508
exclusion_1:92639759	1:92639759-92641606_1:92639759-92641879	3464.0	3143.0	3583.0	3161.0	2876.0	3516.0	ENSMUST00000097642
inclusion_1:121319972	1:121319972-121327565_1:121319972-121327690	0.0	0.0	4.0	1.0	9.0	9.0	b04bc4b4-5adc-4b6e-8a37-e0180fd78e24-1
exclusion_1:121319972	1:121319972-121327565_1:121319972-121327690	109.0	77.0	68.0	143.0	165.0	218.0	38aa5be6-2f05-4895-9cc8-ee7a6847c729,30b2b636-e1c9-49ce-8506-7d6d52fe5206,ENSMUST00000003818,ENSMUST00000160688,7f86c936-8696-4685-941e-720c99b1e774,23e1f2b1-d3f8-4415-89f7-759e66f3ac9e
inclusion_1:43807377	1:43807377-43827614_1:43807377-43827705	99.0	62.0	61.0	78.0	119.0	99.0	331f5aaf-6515-448d-9460-0d80805ffeda,3e6e38bd-428f-481d-b5b5-4a1d6eacec6c,3e89cbf8-3c22-432c-9df9-c3afe078010a,ENSMUST00000126008,6e9307fd-7133-4ec2-afb4-29b18179d84a,ENSMUST00000076997,ENSMUST00000126008-1,f960dfb9-76c8-47a4-980a-2ef3bbcea9d3,3afa4425-2805-41aa-8a11-5e13c9022032,de33143a-dfb5-42e2-9bb8-b774a734c3b5,36b7afca-340a-4309-ab1f-dcd232eba242,d6f6f273-114d-4eeb-8fe8-5277aabf1d56,cedfc281-e0f2-4eb6-9d80-5578fccf5e73,3afa4425-2805-41aa-8a11-5e13c9022032-1,f29541fa-dc10-4063-a88c-c82c224043ce,27eb6d36-7102-4194-8ae9-bdf01eaeb596
exclusion_1:43807377	1:43807377-43827614_1:43807377-43827705	10.0	11.0	20.0	14.0	20.0	15.0	55675a6d-0207-43f9-a382-a965902a7f55,b39311ee-45da-4338-ac93-06bea52e9293
inclusion_1:195130009	1:195130009-195131059_1:195130009-195131187	8.0	0.0	3.0	1.0	1.0	4.0	f086397d-d888-4d30-9ba6-b14841cdbde7
exclusion_1:195130009	1:195130009-195131059_1:195130009-195131187	92.0	48.0	25.0	60.0	86.0	69.0	ENSMUST00000075451,4336aa29-fdc9-4fa4-a4ba-c9f63a0d1d14,645e60be-5373-4883-98bb-d6fd91c0a13b,1ae24c55-1378-4eb6-916c-85faf0053299
inclusion_1:195130009-1	1:195130009-195131059_1:195130009-195131087	8.0	0.0	3.0	1.0	1.0	4.0	f086397d-d888-4d30-9ba6-b14841cdbde7
exclusion_1:195130009-1	1:195130009-195131059_1:195130009-195131087	1.0	1.0	1.0	3.0	0.0	0.0	6f99dc66-eb1c-4a1c-a9fa-28f987acd121
inclusion_1:195130009-2	1:195130009-195131087_1:195130009-195131187	1.0	1.0	1.0	3.0	0.0	0.0	6f99dc66-eb1c-4a1c-a9fa-28f987acd121
exclusion_1:195130009-2	1:195130009-195131087_1:195130009-195131187	92.0	48.0	25.0	60.0	86.0	69.0	ENSMUST00000075451,4336aa29-fdc9-4fa4-a4ba-c9f63a0d1d14,645e60be-5373-4883-98bb-d6fd91c0a13b,1ae24c55-1378-4eb6-916c-85faf0053299
inclusion_1:57963261	1:57963261-57965328_1:57963261-57965350	6.0	4.0	1.0	5.0	12.0	7.0	ENSMUST00000114410,92a1aa74-c0c4-4c24-a749-009dd3e8c98a
exclusion_1:57963261	1:57963261-57965328_1:57963261-57965350	1.0	0.0	1.0	1.0	2.0	0.0	40ddba71-fb4b-4971-9104-fe25aac08605
inclusion_1:155136850	1:155136850-155137593_1:155136850-155137698	3.0	0.0	0.0	0.0	0.0	0.0	ENSMUST00000192410
exclusion_1:155136850	1:155136850-155137593_1:155136850-155137698	2.0	0.0	0.0	1.0	1.0	3.0	ENSMUST00000194612
inclusion_1:155136850-1	1:155136850-155137513_1:155136850-155137593	9.0	5.0	6.0	9.0	10.0	22.0	ENSMUST00000027744-1
exclusion_1:155136850-1	1:155136850-155137513_1:155136850-155137593	3.0	0.0	0.0	0.0	0.0	0.0	ENSMUST00000192410
inclusion_1:155136850-2	1:155136850-155137513_1:155136850-155137698	9.0	5.0	6.0	9.0	10.0	22.0	ENSMUST00000027744-1
exclusion_1:155136850-2	1:155136850-155137513_1:155136850-155137698	2.0	0.0	0.0	1.0	1.0	3.0	ENSMUST00000194612
inclusion_1:133706996	1:133706996-133711631_1:133706996-133711641	5.0	9.0	6.0	6.0	13.0	10.0	077cfb0b-04ab-4086-9c56-755f000d05dc
exclusion_1:133706996	1:133706996-133711631_1:133706996-133711641	0.0	3.0	1.0	3.0	0.0	4.0	1f29ecf2-ffd5-4b2f-a57f-609b558844e6,cc3a30c0-1e28-41e3-9f24-d4c6245ca8cc
inclusion_1:92452119	1:92452119-92462949_1:92452119-92463077	3.0	2.0	1.0	2.0	1.0	0.0	5d71e75b-ba3e-40cd-a9ff-e4e3d61a8a90
exclusion_1:92452119	1:92452119-92462949_1:92452119-92463077	10.0	8.0	5.0	4.0	6.0	6.0	cd9538c2-652f-443e-88e2-8dc39c485b04,dafa99cf-9c68-4836-b988-e7ca30972931
inclusion_1:91387341	1:91387341-91388344_1:91387341-91388354	50.0	32.0	57.0	23.0	31.0	16.0	1781366f-2170-419d-ac73-c7e919a656e8,c0bc0bc4-4074-4a1a-b010-21d12e7c8b3d,ENSMUST00000027534,b34917d0-8dc2-4d00-9dd5-06723fac72c1
exclusion_1:91387341	1:91387341-91388344_1:91387341-91388354	8.0	10.0	7.0	5.0	1.0	5.0	6609334b-6291-4719-beaf-49b696a58246,675a4c8d-1719-4d53-bef8-812b8dfd129d,84b5bfba-83b9-4c06-b97d-3fa3813bcd17,50284669-297b-49aa-ab6f-48bb70ccecd4
